Contig ,MW_10,MW_9,MW_1,MW_2,MW_3,MW_5,MW_6,MW_7,MW_8,MD_11,MD_12,MD_13,MD_14,MD_15,MD_16,MD_17,MD_18,Log2FC(+We),DE/NDE(+We),DE/NDE(no We)
Ref_259_comp29881_c0_seq1,1.566,0.499,0.837,0.489,0.628,0.634,0.946,0.455,0.477,0.855,1.124,1.171,1.354,0.857,0.779,0.571,0.922,0.248,NDE,NDE
Ref_259_comp29901_c0_seq1,0.487,0.109,0.389,0.122,0.089,0.207,0.086,0.469,0.193,0.471,0.295,0.069,0.174,0.228,0.23,0.27,0.435,0.096,NDE,NDE
Ref_259_comp30019_c0_seq1,1.656,0.623,1.134,1.012,0.553,0.594,0.785,0.617,0.185,0.772,1.015,0.793,0.5,1.234,0.923,0.613,1.145,0.021,NDE,NDE
Ref_259_comp30110_c0_seq1,1.18,7.395,1.257,0.459,1.606,0.883,1.008,0.397,1.343,1.771,0.532,1.455,1.705,9.302,1.176,1.167,10.64,0.958,NDE,NDE
Ref_259_comp31229_c0_seq1,0.85,0.785,1.062,0.307,0.112,0.347,0.652,1.068,0.667,0.465,0.778,0.521,0.438,0.143,0.318,0.275,0.205,-0.75,NDE,NDE
Ref_259_comp35211_c0_seq1,0.976,0.436,0.565,0.286,0.49,0.45,0.563,1.175,1.016,0.742,0.886,0.277,1.049,0.228,0.691,0.743,0.927,-0.044,NDE,NDE
Ref_259_comp3532_c0_seq1,39.405,49.242,50.348,38.416,38.658,43.296,42.283,49.978,47.438,56.42,47.029,49.829,53.773,44.329,39.555,44.611,56.128,-0.012,NDE,NDE
Ref_259_comp36202_c0_seq1,0.133,0.665,0.738,0.449,0.654,0.634,0.635,0.718,0.65,0.989,0.939,0.592,0.427,0.929,0.225,1.115,0.333,0.028,NDE,NDE
Ref_259_comp36215_c0_seq1,0.76,0.975,0.713,0.032,0.139,0.404,0.54,1.098,0.414,0.525,0.552,0.701,0.34,0.888,0.179,0.289,0.679,-0.157,NDE,NDE
Ref_259_comp37761_c0_seq1,0.422,0.659,0.741,9.03,0.347,0.419,1.011,0.914,0.418,0.641,0.818,0.299,0.453,0.789,0.757,0.818,0.896,-1.45,NDE,NDE
Ref_259_comp37971_c0_seq1,0.667,0.478,0.616,1.147,0.392,0.304,0.305,0.619,0.765,0.948,0.312,0.243,0.614,1.203,0.891,0.297,0.671,-0.047,NDE,NDE
Ref_259_comp38187_c0_seq1,0.387,1.206,0.515,0.321,0.573,0.865,0.371,0.042,0.415,0.096,0.253,0.495,0.062,2.444,0.362,0.338,3.506,0.732,NDE,NDE
Ref_259_comp41904_c0_seq1,1.399,1.405,0.64,0.766,1.15,0.568,0.203,2.205,0.454,1.424,1.109,0.975,2.05,1.606,1.73,1.268,1.279,0.46,NDE,NDE
Ref_259_comp43666_c0_seq1,1.201,0.121,0.496,0.136,0.099,0.575,0.384,0.325,0.268,0.224,0.851,0.614,0.871,0.337,0.306,0.187,0.483,-0.067,NDE,NDE
Ref_259_comp7595_c0_seq1,1.308,1.125,0.671,4.076,0.614,0.954,1.194,1.012,2,0.697,1.018,0.716,0.903,2.096,2.223,0.698,2.818,-0.36,NDE,NDE
Ref_259_comp9493_c0_seq1,0,0.094,11.666,0,7.077,0,0,0,0,0,0,0,2.714,0,17.418,0,0,0.401,NDE,NDE
Ref_220_comp520_c0_seq1,114.213,142.232,107.298,81.065,112.25,89.696,82.429,82.536,80.627,89.217,90.225,104.858,98.026,138.14,110.041,94.003,196.467,0.048,NDE,NDE
Ref_259_comp3556_c0_seq1,24.544,43.653,30.914,17.315,14.958,23.752,39.858,34.183,20.076,20.551,21.777,11.546,26.354,33.27,18.042,17.717,23.317,-0.484,NDE,NDE
Ref_220_comp32245_c0_seq1,3.65,2.138,1.639,0.381,1.75,3.753,1.134,3.076,1.899,2.9,1.657,2.978,2.941,1.99,2.154,2.211,2.549,0.078,NDE,NDE
Ref_259_comp15731_c0_seq1,6.773,6.945,6.339,3.248,4.781,4.715,5.585,7.104,4.382,7.098,6.141,6.366,5.996,5.471,5.265,6.517,6.321,0.018,NDE,NDE
Ref_220_comp14906_c0_seq1,6.042,9.39,7.897,4.186,5.977,5.882,6.573,8.803,5.877,7.811,6.882,7.149,7.646,7.803,6.73,6.935,9.029,-0.01,NDE,NDE
Ref_220_comp5907_c0_seq1,1.98,0.155,0.268,0.856,0.994,0.242,0.038,2.055,1.185,1.902,1.602,0.318,1.853,1.663,0.232,0.192,1.693,0.405,NDE,NDE
Ref_25_comp16901_c0_seq1,0.056,0.071,2.161,1.66,0.728,1.032,0.022,2.406,0.501,0.052,0.123,1.579,0.045,0.039,0.334,1.121,0.113,-1.57,NDE,NDE
Ref_080R_comp7425_c0_seq1,0.136,0.411,0.098,0.192,0.336,0.261,7.342,3.381,0.122,0.212,0.539,1.894,0.22,0.191,0.362,0.191,1.406,-1.275,NDE,NDE
Ref_259_comp3516_c0_seq1,13.856,6.53,19.247,7.21,8.86,6.959,15.365,17.16,7.596,9.965,11.472,11.797,9.013,7.976,9.079,7.911,8.817,-0.323,NDE,NDE
Ref_25_comp2975_c0_seq1,34.143,41.23,44.744,25.175,33.627,34.416,42.324,42.158,32.498,44.263,38.821,46.989,42.207,37.8,40.876,45.368,41.348,0.04,NDE,NDE
Ref_25_comp5570_c0_seq1,17.974,13.966,20.023,19.305,14.62,10.986,22.457,34.791,17.31,31.243,15.817,17.034,25.793,12.159,22.159,20.861,19.898,-0.063,NDE,NDE
Ref_259_comp23149_c0_seq1,13.022,3.547,2.938,3.494,1.245,0.773,2.5,3.829,1.621,6.403,7.481,8.38,5.694,4.672,7.979,1.447,9.442,0.752,NDE,NDE
Ref_080R_comp19720_c0_seq1,6.433,1.077,2.472,2.353,2.35,1.312,3.07,1.452,1.275,2,4.285,1.712,1.872,1.504,5.316,2.227,2.067,0.018,NDE,NDE
Ref_25_comp17773_c0_seq1,4.318,5.84,5.402,4.93,4.761,5.593,5.337,4.486,4.486,4.675,3.571,4.152,4.052,4.239,4.08,3.767,5.645,-0.379,NDE,NDE
Ref_259_comp1335_c0_seq1,1.791,5.211,8.378,1.843,2.164,2.66,2.483,1.347,2.185,2.728,1.992,3.081,2.356,7.895,1.957,2.551,5.478,0.044,NDE,NDE
Ref_259_comp7767_c0_seq1,1.639,0.88,4.053,0.774,2.412,1.484,3.563,4.377,3.264,4.929,2.617,1.655,0.983,2.031,2.397,3.515,3.948,0.1,NDE,NDE
Ref_259_comp444_c1_seq1,2.008,8.604,7.384,7.035,4.513,3.974,5.492,3.265,5.634,5.274,5.229,4.019,3.345,10.266,3.983,5.591,4.781,-0.136,NDE,NDE
Ref_220_comp5838_c0_seq1,17.286,15.604,24.072,10.627,14.21,14.143,18.416,15.841,18.798,20.394,18.014,16.02,18.199,14.499,17.433,18.776,18.246,-0.105,NDE,NDE
Ref_259_comp24086_c0_seq1,0.083,0.041,0.133,0,0.034,0.053,0,0,0.037,0,0.045,0,0.133,0.058,0,0.129,0.041,-0.109,NDE,NDE
Ref_080R_comp10984_c0_seq1,3.612,5.81,3.509,5.713,7.254,4.977,5.903,8.361,8.092,7.249,5.189,5.032,6.151,5.986,4.709,8.083,5.284,-0.128,NDE,NDE
Ref_25_comp19139_c0_seq1,2,2.441,2.738,0.947,1.602,3.51,1.019,2.485,1.661,3.345,1.841,4.183,1.834,2.249,2.081,1.73,2.705,0.088,NDE,NDE
Ref_25_comp11995_c0_seq1,6.859,9.183,8.523,4.874,6.814,7.783,10.962,10.324,8.159,8.769,8.722,8.395,9.212,7.883,9.392,8.788,10.061,-0.028,NDE,NDE
Ref_080R_comp2824_c0_seq1,7.787,21.585,3.543,7.985,5.475,9.039,16.24,7.722,11.386,9.629,8.749,10.022,7.995,3.943,13.684,12.808,11.37,-0.191,NDE,NDE
Ref_25_comp8498_c0_seq1,20.776,24.503,19.865,15.052,22.936,16.25,26.298,22.252,21.594,30.38,20.08,23.108,28.911,23.804,28.103,25.541,30.05,0.159,NDE,NDE
Ref_25_comp4071_c0_seq1,42.234,48.43,48.291,22.748,36.451,45.566,31.645,32.421,40.166,39.798,42.044,52.727,44.484,39.304,38.265,30.586,40.863,-0.077,NDE,NDE
Ref_259_comp34156_c0_seq1,1.095,0.675,0.787,0.535,0.6,0.503,0.952,1.353,0.857,1.171,1.11,0.785,0.681,0.889,0.833,0.898,1.372,0.097,NDE,NDE
Ref_259_comp10551_c0_seq1,6.829,9.797,13.796,7.3,6.806,7.826,7.097,9.906,6.531,12.987,11.648,10.503,9.659,8.713,6.199,10.593,10.763,0.066,NDE,NDE
Ref_080R_comp8968_c0_seq1,4.399,2.278,1.925,1.668,2.798,1.571,8.118,1.778,2.678,2.171,3.653,2.631,2.279,1.591,2.329,2.121,2.142,-0.458,NDE,NDE
Ref_259_comp15265_c0_seq1,5.921,10.56,7.221,1.876,6.084,9.497,3.424,6.922,7.784,9.883,6.283,13.133,11.048,8.522,8.078,7.137,9.011,0.342,NDE,NDE
Ref_25_comp12931_c0_seq1,11.14,11.415,8.549,7.18,9.107,8.196,8.587,9.419,11.771,11.534,8.501,10.73,10.33,11.201,10.385,9.555,11.872,0.014,NDE,NDE
Ref_259_comp14289_c0_seq1,15.96,20.449,7.533,10.375,11.254,13.106,6.963,9.009,10.157,18.563,16.666,11.044,23.621,25.801,29.284,12.569,28.711,0.68,NDE,NDE
Ref_25_comp16036_c0_seq1,7.421,2.93,4.746,2.645,2.323,1.437,2.185,2.49,3.546,3.058,2.604,2.964,2.888,2.546,2.207,2.248,2.935,-0.475,NDE,NDE
Ref_080R_comp11450_c0_seq1,5.547,11.054,8.964,3.452,3.627,4.107,6.909,5.601,5.787,4.87,3.108,5.909,3.523,10.69,5.23,7.451,11.44,-0.05,NDE,NDE
Ref_220_comp8018_c0_seq1,6.485,3.353,0.463,0.319,2.469,7.139,0.282,6.797,5.297,2.923,4.872,5.845,2.392,1.883,3.154,2.94,2.986,-0.116,NDE,NDE
Ref_220_comp21182_c0_seq1,1.071,1.241,1.568,1.487,1.287,0.841,0,2.678,0.955,1.844,2.783,1.788,2.788,1.271,2.45,1.591,1.74,0.381,NDE,NDE
Ref_080R_comp31688_c0_seq1,0.336,0,0.036,0.051,0.111,0.279,0.779,0.328,0.36,2.3,0.403,0.515,0.054,2.971,0.314,0.398,2.807,1.996,NDE,NDE
Ref_25_comp3769_c0_seq1,21.174,51.691,41.424,37.733,29.814,30.895,28.92,34.951,51.222,43.454,23.131,32.166,31.98,46.788,33.355,37.656,54.205,-0.112,NDE,NDE
Ref_259_comp11028_c0_seq1,1.524,13.328,8.991,8.84,1.514,12.972,6.344,3.028,11.276,9.954,6.576,11.356,10.133,9.175,17.058,17.021,10.604,0.564,NDE,NDE
Ref_259_comp4619_c0_seq1,4.453,17.886,32.288,16.181,10.412,21.755,31.019,7.462,17.907,4.323,12.028,6.27,6.371,21.357,4.173,13.837,13.612,-0.963,NDE,NDE
Ref_080R_comp7205_c0_seq1,8.984,5.766,1.697,4.355,4.473,6.355,9.362,5.37,6.899,7.229,8.177,6.653,3.657,6.105,2.735,2.468,7.313,-0.279,NDE,NDE
Ref_220_comp4634_c0_seq1,3.855,19.583,7.313,2.869,10.633,1.971,8.198,4.784,24.593,14.617,0.949,3.521,5.244,25.29,8.174,14.636,16.344,0.102,NDE,NDE
Ref_080R_comp472_c0_seq1,67.36,60.96,68.135,76.839,77.572,53.879,90.204,117.895,83.867,90.897,56.098,59.355,70.89,59.256,72.996,81.165,65.313,-0.33,NDE,NDE
Ref_080R_comp13019_c0_seq1,3.018,4.973,3.264,3.484,3.3,4.714,2.576,4.001,2.405,6.05,2.587,3.93,3.542,3.781,3.063,2.977,4.686,-0.034,NDE,NDE
Ref_080R_comp17709_c0_seq1,4.56,8.691,2.529,5.399,5.178,3.328,2.929,2.368,4.406,2.654,3.17,5.362,3.772,10.474,5.002,3.421,8.256,0.183,NDE,NDE
Ref_080R_comp29436_c0_seq1,0.197,0.66,1.487,0,0,0,0.998,0.712,0,0.245,0.072,0.252,0,0.092,0.223,0,0.066,-1.831,NDE,NDE
Ref_220_comp23668_c0_seq1,1.315,7.263,2.329,1.626,1.776,0,4.354,0.814,3.269,3.389,0,3.36,0,7.115,17.886,5.855,6.142,1.076,NDE,NDE
Ref_220_comp38137_c0_seq1,2.151,1.478,0.936,2.045,0.931,0.94,1.176,0.736,1.414,0.986,1.234,1.591,0.912,0.953,1.251,1.2,1.936,-0.177,NDE,NDE
Ref_259_comp38163_c0_seq1,4.768,0.154,0.912,3.992,1.138,0.638,0.922,1,3.636,0.669,0.251,0.687,0.991,0.324,0.327,0.671,0.309,-2.253,NDE,NDE
Ref_259_comp43545_c0_seq1,0.499,2.006,0.538,0.25,0.182,1.098,0.089,0.06,0.099,1.035,1.693,0.85,0.984,1.556,1.132,0.968,1.339,1.04,NDE,NDE
Ref_259_comp4511_c0_seq1,10.129,14.307,17.112,7.984,10.352,9.903,3.366,8.132,12.158,9.763,10.688,13.053,9.979,12.494,9.763,9.627,12.572,-0.054,NDE,NDE
Ref_220_comp3398_c0_seq1,7.479,10.548,11.659,8.322,9.033,13.21,1.168,2.123,5.439,14.284,8.645,16.375,13.972,17.788,20.422,17.418,12.764,0.785,NDE,NDE
Ref_259_comp23811_c0_seq1,1.293,0.352,1.191,0.446,0.288,0.172,0.818,0.438,0.505,0.402,0.264,0.138,0.304,0.491,0.389,0.537,0.379,-0.823,NDE,NDE
Ref_259_comp19949_c0_seq1,4.487,5.468,3.266,6.435,2.995,3.697,3.095,2.078,4.346,2.004,1.965,3.772,3.152,7.961,4.433,3.825,12.306,0.145,NDE,NDE
Ref_259_comp18163_c0_seq1,6.649,5.589,3.898,5.487,5.042,4.129,4.777,6.06,2.989,6.218,3.848,5.595,5.565,5.891,4.556,4.385,10.886,0.069,NDE,NDE
Ref_080R_comp20975_c0_seq1,0.136,0.136,0,0,0,0,0.109,0,0,0,0,0,0,0,0,0,0.137,-1.609,NDE,NDE
Ref_220_comp19738_c0_seq1,5.811,4.974,2.978,4.516,4.464,5.169,2.436,4.852,5.1,2.607,4.257,6.692,2.303,3.207,2.834,1.366,4.887,-0.51,NDE,NDE
Ref_259_comp15039_c0_seq1,0,0,0.729,0,0,0,0,1.152,0,0,1.896,0,0.156,0,0,0,0.194,0.615,NDE,NDE
Ref_259_comp5221_c0_seq1,43.795,34.45,32.109,25.495,28.31,24.689,40.538,40.743,39.032,39.191,60.844,43.059,36.519,29.193,42.649,27.916,40.462,0.065,NDE,NDE
Ref_220_comp7503_c0_seq1,10.653,10.426,8.635,13.066,14.645,26.883,17.095,15.23,12.179,13.528,14.732,21.664,15.436,6.466,22.52,23.934,13.91,-0.062,NDE,NDE
Ref_080R_comp380_c0_seq1,808.206,293.057,233.833,191.84,338.926,249.667,315.725,468.148,431.397,389.004,229.427,346.107,377.396,223.88,285.391,288.898,287.975,-0.384,NDE,NDE
Ref_259_comp22519_c0_seq1,1.88,5.213,1.801,0.404,1.693,2.343,0.787,1.261,1.517,3.006,0.976,3.658,2.308,1.381,9.206,3.515,1.891,0.584,NDE,NDE
Ref_259_comp9636_c0_seq1,8.867,13.579,13.966,7.525,7.487,8.848,8.671,7.221,11.306,11.164,11.721,17.606,12.005,11.641,10.855,8.415,11.211,0.112,NDE,NDE
Ref_25_comp11063_c0_seq1,0.898,1.247,1.812,0.259,0.874,1.528,0.658,1.719,0.935,1.564,1.387,2.198,1.64,1.322,1.272,0.877,1.686,0.223,NDE,NDE
Ref_259_comp28017_c0_seq1,0.821,8.072,1.058,6.283,2.886,10.425,0.837,0.583,2.147,0.458,9.102,7.267,0.365,1.27,1.564,1.147,1.053,-0.466,NDE,NDE
Ref_25_comp20331_c0_seq1,0.623,0.474,0.352,0.298,0.326,1.168,0.181,0.388,0.656,0.328,0.267,0.217,0.243,0.291,0.401,0.212,0.304,-0.946,NDE,NDE
Ref_220_comp1125_c0_seq1,0.088,0.147,0.058,0.077,0.048,0.056,0.117,0,0.104,0,0.064,0.093,0.047,0.123,0.062,0.046,0.074,-0.397,NDE,NDE
Ref_25_comp9755_c0_seq1,12.704,11.591,13.412,9.435,10.518,7.576,11.411,15.2,11.527,13.659,10.705,12.938,12.85,10.344,10.966,11.837,13.342,-0.08,NDE,NDE
Ref_220_comp11778_c0_seq1,8.188,30.271,5.769,5.301,10.096,4.031,6.416,8.976,9.003,12.197,7.644,14.023,10.586,37.342,15.104,7.397,22.279,0.602,NDE,NDE
Ref_259_comp26161_c0_seq1,1.932,1.482,1.599,1.355,1.32,1.219,1.318,2.893,1.317,2.16,1.987,1.192,1.469,1.765,1.531,2.313,2.03,0.071,NDE,NDE
Ref_25_comp4538_c0_seq1,32.391,44.744,37.092,27.658,36.129,29.704,39.527,41.975,35.539,46.447,41.565,41.2,43.824,36.959,33.018,40.848,44.543,0.027,NDE,NDE
Ref_259_comp33007_c0_seq1,1.605,0.72,1.178,1.131,1.685,1.308,1.064,1.999,1.067,1.657,0.707,1.527,0.936,1.102,1.161,1.064,1.031,-0.278,NDE,NDE
Ref_220_comp7590_c0_seq1,22.98,22.812,21.238,15.796,14.474,17.701,19.548,27.792,18.837,28.557,22.795,23.279,22.297,23.37,20.366,17.447,27.166,0.058,NDE,NDE
Ref_25_comp17807_c0_seq1,5.314,0.762,3.205,1.142,4.524,3.392,1.365,0.685,3.725,2.203,1.655,3.312,4.18,1.153,5.323,3.982,3.245,-0.024,NDE,NDE
Ref_259_comp6241_c0_seq1,20.456,36.734,26.685,22.289,19.65,30.513,27.056,18.797,23.977,27.32,30.348,27.073,25.667,28.088,24.699,26.073,29.229,-0.03,NDE,NDE
Ref_220_comp11491_c0_seq1,50.23,21.851,31.004,26.248,23.285,20.038,46.134,37.651,31.797,41.454,40.544,39.068,40.93,25.49,44.696,30.864,26.874,0.015,NDE,NDE
Ref_080R_comp20383_c0_seq1,2.701,3.221,3.003,1.651,1.457,1.94,2.496,2.653,2.109,2.1,3.036,3.234,1.633,3.315,2.942,2.946,3.057,0.111,NDE,NDE
Ref_080R_comp25328_c0_seq1,1.477,1.393,1.174,0.943,0.883,1.028,1.86,0.97,0.599,0.668,1.756,1.086,0.649,1.381,0.609,1.506,0.945,-0.137,NDE,NDE
Ref_080R_comp25429_c0_seq1,2.281,2.405,2.192,1.33,1.406,1.711,1.868,1.668,1.475,2.128,1.989,2.33,1.93,2.319,3.247,1.884,1.893,0.16,NDE,NDE
Ref_080R_comp27955_c0_seq1,0.448,1.168,0.096,0,0.074,0.057,1.073,0.097,0.08,0,0.195,0,0.721,0,0.076,0.056,0,-1.288,NDE,NDE
Ref_080R_comp6562_c0_seq1,3.519,6.418,6.089,3.795,4.532,4.567,4.124,4.449,3.087,5.544,7.542,7.864,7.939,3.208,5.582,4.971,4.955,0.222,NDE,NDE
Ref_080R_comp8978_c0_seq1,8.349,12.987,10.999,10.988,11.439,13.433,13.512,14.505,14.235,16.055,14.704,17.297,14.224,13.977,17.684,16.734,16.101,0.219,NDE,NDE
Ref_220_comp10569_c0_seq1,22.703,19.956,19.776,12.049,14.83,18.733,18.347,21.066,17.973,21.93,15.172,22.448,23.178,18.437,20.335,20.843,21.808,-0.002,NDE,NDE
Ref_220_comp13628_c0_seq1,3.302,0.508,0.417,0.783,2.005,2.582,1.236,4.287,6.448,2.886,0.421,1.975,9.108,0.542,9.253,4.227,1.795,0.563,NDE,NDE
Ref_220_comp1530_c0_seq1,317.046,241.675,255.121,82.936,176.88,170.867,147.636,181.233,165.721,164.509,215.893,247.087,167.109,140.187,173.285,164.073,175.772,-0.237,NDE,NDE
Ref_220_comp17989_c0_seq1,1.847,0.402,1.119,0.067,0.951,0.128,0.391,2.339,3.494,1.356,0.267,2.302,4.877,0.406,2.099,0.666,0.739,0.345,NDE,NDE
Ref_220_comp1869_c0_seq1,10.257,15.447,1.046,1.07,49.475,8.447,0.687,4.84,15.466,4.033,8.69,38.831,20.741,20.927,57.841,6.021,12.811,0.787,NDE,NDE
Ref_220_comp22997_c0_seq1,1.12,0.813,0.842,0.726,0.906,1.078,0.606,1.251,0.323,0.257,1.314,0.748,0.972,0.556,0.439,0.515,1.993,-0.23,NDE,NDE
Ref_220_comp7552_c0_seq1,30.034,27.454,26.556,23.549,23.844,23.135,20.836,34.689,25.064,29.874,25.833,28.451,26.145,24.585,30.536,23.823,27.898,-0.09,NDE,NDE
Ref_220_comp8612_c1_seq1,3.203,2.863,2.295,2.763,2.81,2.169,2.638,3.81,3.032,4.203,2.235,3.767,3.462,3.89,3.187,2.934,3.438,0.098,NDE,NDE
Ref_220_comp8813_c0_seq1,4.781,0.261,0,0.704,3.033,3.35,0.623,4.505,21.418,1.099,0.396,0.398,13.734,1.02,7.376,1.878,1.411,-0.306,NDE,NDE
Ref_25_comp12407_c0_seq1,3.618,9.935,4.872,2.947,5.018,3.896,2.514,2.335,3.649,5.772,7.887,6.67,3.651,11.362,3.276,3.833,10.284,0.5,NDE,NDE
Ref_25_comp13346_c0_seq1,3.93,4.975,4.338,4.328,3.512,4.871,3.322,6.11,3.963,5.809,3.973,4.873,3.947,6.31,3.921,3.727,6.072,-0.026,NDE,NDE
Ref_25_comp2057_c0_seq1,7.266,56.864,32.387,120.916,69.889,66.54,33.846,15.007,44.461,25.784,24.55,28.549,15.292,91.357,54.272,35.616,37.314,-0.489,NDE,NDE
Ref_25_comp5673_c0_seq1,11.354,20.867,12.529,9.839,10.418,10.029,15.148,5.493,7.778,13.239,18.341,13.076,13.723,19.052,20.075,9.856,18.455,0.292,NDE,NDE
Ref_259_comp10233_c0_seq1,7.428,16.034,16.579,18.372,12.136,33.008,21.218,13.18,11.265,13.165,17.101,19.446,3.89,5.599,7.181,18.343,9.618,-0.704,NDE,NDE
Ref_259_comp12552_c0_seq1,14.018,13.912,9.169,6.9,9.948,9.005,9.929,12.721,8.036,16.108,12.282,11.342,14.05,9.056,12.314,12.953,11.752,0.114,NDE,NDE
Ref_259_comp1598_c0_seq1,44.534,79.848,69.398,50.412,63.93,68.168,42.237,54.859,53.436,63.219,72.806,75.199,54.644,68.533,61.951,54.625,77.328,-0.002,NDE,NDE
Ref_259_comp16825_c0_seq1,0.566,0.284,1.716,0.506,0.756,0.271,0.226,0.69,0.758,0.484,0.463,0.813,0.798,0.496,0.541,0.441,0.641,-0.226,NDE,NDE
Ref_259_comp23455_c0_seq1,0.779,1.383,1.657,1.938,3.644,0.65,1.197,1.688,0.962,0.745,1.698,1.913,0.869,1.764,1.782,0.896,1.325,-0.322,NDE,NDE
Ref_259_comp30083_c0_seq1,0.642,1.208,1.066,0.724,0.626,0.742,1.538,0.739,0.286,0.798,1.268,0.768,0.582,1.181,0.648,0.625,1.21,-0.065,NDE,NDE
Ref_259_comp4106_c0_seq1,33.744,23.479,31.805,14.766,23.474,18.936,26.534,31.718,25.988,33.635,32.378,27.731,27.302,21.055,20.854,23.075,23.799,-0.119,NDE,NDE
Ref_259_comp4476_c0_seq1,20.191,9.545,37.327,6.911,14.282,17.099,17.473,9.799,13.589,15.529,22.219,23.325,18.683,7.079,13.446,16.074,13.831,-0.223,NDE,NDE
Ref_259_comp5800_c0_seq1,0,0,1.885,0.054,0,0,0,0,0,0,0,0,0,0.202,0.061,0.045,0,-2.311,NDE,NDE
Ref_259_comp8502_c0_seq1,12.187,15.552,18.566,11.689,12.657,26.928,9.143,10.837,16.349,22.042,11.052,22.87,23.537,21.397,21.703,20.467,19.602,0.272,NDE,NDE
Ref_25_comp2219_c0_seq1,12.069,55.554,39.082,51.415,57.612,34.254,22.416,16.217,62.496,56.942,26.746,26.716,19.363,206.389,58.923,40.25,110.73,0.604,NDE,NDE
Ref_080R_comp25632_c0_seq1,2.089,0.725,0.901,0.915,0.937,1.237,1.76,0.7,0.881,1.465,0.497,0.776,1.224,2.078,1.065,1.136,1.261,-0.096,NDE,NDE
Ref_220_comp881_c0_seq1,92.889,97.068,103.3,131.602,101.179,114.221,99.343,95.739,118.564,122.42,81.536,107.175,108.469,142.498,112.71,93.985,157.849,-0.04,NDE,NDE
Ref_259_comp1439_c0_seq1,166.743,75.387,96.463,37.647,70.482,67.738,58.938,177.903,154.401,139.904,108.573,144.399,134.149,42.648,85.573,82.718,91.625,-0.147,NDE,NDE
Ref_25_comp5347_c0_seq1,60.072,22.174,28.017,30.648,41.175,38.983,48.887,58.969,35.939,47.248,43.907,38.021,45.679,17.339,40.256,41.242,26.755,-0.249,NDE,NDE
Ref_259_comp18450_c0_seq1,3.666,8.132,5.115,1.347,3.119,1.714,0.749,2.032,3.879,4.454,2.323,3.43,3.916,10.94,2.5,2.736,11.018,0.527,NDE,NDE
Ref_25_comp9193_c0_seq1,6.933,12.332,11.423,12.52,16.285,14.098,8.943,15.241,13.166,17.617,21.483,13.914,11.971,21.115,16.92,16.297,17.433,0.31,NDE,NDE
Ref_080R_comp227_c0_seq1,12.427,26.383,23.724,19.413,19.61,12.503,27.938,15.235,28.327,58.29,17.562,50.168,37.338,35.005,31.193,58.22,23.144,0.706,NDE,NDE
Ref_080R_comp22741_c0_seq1,0.747,4.001,1.924,0.375,1.536,1.431,1.592,1.484,1.666,0.774,1.086,2.385,0.401,3.144,0.741,1.475,1.378,-0.248,NDE,NDE
Ref_080R_comp386_c0_seq1,781.772,297.816,226.065,163.754,409.879,234.224,327.974,454.474,626.058,428.871,276.088,315.346,355.538,136.775,273.038,341.69,269.074,-0.49,NDE,NDE
Ref_080R_comp5032_c0_seq1,21.769,20.331,12.678,8.142,12.466,21.712,14.322,19.926,18.729,13.576,15.648,18.375,25.536,17.483,29.992,26.245,17.091,0.192,NDE,NDE
Ref_080R_comp6521_c0_seq1,3.767,36.896,24.208,17.38,9.817,26.721,19.793,6.316,10.938,3.448,14.138,5.991,2.463,11.364,3.987,20.4,10.83,-1.154,NDE,NDE
Ref_080R_comp7007_c0_seq1,3.742,4.136,4.033,0.129,2.484,2.367,8.504,1.525,0.306,2.477,4.228,2.324,2.987,2.359,2.451,3.488,3.625,0.008,NDE,NDE
Ref_220_comp12064_c0_seq1,5.85,14.613,11.176,9.125,8.798,4.645,11.117,6.803,6.428,8.785,8.553,5.376,4.714,6.504,5.639,8.715,9.615,-0.399,NDE,NDE
Ref_220_comp1252_c0_seq1,20.649,37.965,13.629,10.491,29.117,9.783,41.306,38.917,42.786,71.633,24.011,28.768,30.749,27.86,15.235,21.007,48.091,0.146,NDE,NDE
Ref_220_comp16356_c0_seq1,2.806,0.438,1.389,0.516,1.128,1.154,0.996,0.946,2.503,2.481,1.427,2.15,5.727,0.962,2.278,1.36,1.881,0.588,NDE,NDE
Ref_220_comp229_c0_seq1,0,0.109,0.215,0.205,0.045,0.104,0.087,0.118,0.243,0.271,0.237,0.417,0.088,0,0.278,0.204,0.219,0.549,NDE,NDE
Ref_25_comp10368_c0_seq1,4.651,5.63,3.305,3.655,9.623,8.659,0.041,4.984,10.743,13.21,11.068,8.613,12.035,6.306,7.797,15.526,10.578,0.651,NDE,NDE
Ref_25_comp12603_c0_seq1,7.736,3.712,5.608,2.472,2.758,4.282,3.993,5.045,5.863,7.664,7.984,8.044,9.268,4.033,4.539,5.078,6.473,0.298,NDE,NDE
Ref_25_comp13464_c0_seq1,8.724,33.03,9.323,1.895,9.113,3.746,3.45,2.753,6.018,8.866,3.946,9.304,10.508,44.938,21.327,7.764,21.982,0.8,NDE,NDE
Ref_25_comp1536_c0_seq1,68.736,78.188,65.034,49.705,54.925,62.816,61.732,58.07,67.969,69.443,53.34,64.242,58.032,82.987,67.863,69.611,75.23,-0.061,NDE,NDE
Ref_25_comp1953_c0_seq1,72.93,85.101,79.984,86.939,97.893,120.047,55.742,82.414,84.572,86.545,113.78,88.749,73.94,107.602,85.501,72.101,113.975,-0.024,NDE,NDE
