,MW_6_41,MD_15_10,MD_17_16,MD_17_17,MW_6_42,QC_62,AD_21_58,MD_11_1,AD_21_59,MD_16_13,QC_63,AD_20_54,MW_6_43,MW_2_31,MW_1_24,MD_17_18,AD_20_55,MD_17_19,MW_5_38,QC_64,MW_10_28,MW_1_25,MW_2_32,MW_6_44,MW_5_39,MW_3_34,MW_3_35,MW_1_26,MW_5_40,MD_15_11,MW_9_51,AD_21_60,MW_8_48,MW_1_27,QC_65,AD_20_56,AD_21_61,MD_17_20,MW_9_52,MW_9_53,MD_18_21,MW_3_36,MW_10_29,MW_7_45,MD_14_7,MW_2_33,MW_3_37,MW_7_46,QC_66,MW_7_47,MW_8_49,MW_8_50,MW_10_30,MD_11_2,MD_12_4,MD_11_3,MD_12_5,MD_12_6,MD_14_8,MD_14_9,MD_15_12,MD_16_14,MD_18_22,AD_20_57,MD_18_23,MD_16_15,QC_GC_67
X27973_385.2333_6.43_pos,NA,NA,NA,11974.05018,8503.904192,59232.01635,NA,NA,91948.35422,87004.80003,42868.82941,170022.3151,84107.24947,74466.74736,94759.36355,241846.8178,239687.4832,119405.5256,16474.43326,24909.90562,82043.9272,7497.692285,46668.44868,64393.72393,23751.08903,8486.560664,95134.42099,296603.2656,27902.47605,NA,98023.60813,110403.1953,18516.93703,592155.2952,73122.51012,36896.77969,37194.25189,115028.8744,128686.3153,71015.11468,82740.73008,222891.3659,589578.4739,8515.585811,35112.21732,43929.80299,148277.8074,7230.829395,17551.69846,14691.50291,7102.751514,NA,315340.006,NA,NA,8665.169414,NA,9065.573086,20970.46383,NA,NA,57886.67721,29567.03511,NA,8175.013535,NA,
X27974_223.0743_8.68_pos,3614249.384,1154496.793,979115.3462,262417.3268,1058301.49,1335848.351,1525315.406,2612117.601,2049361.64,903907.8484,1325273.772,741007.445,986284.5952,419698.8434,475977.1719,1123107.77,1266098.174,1456580.223,2017308.135,719315.1796,344747.852,981113.6614,892053.6299,1176838.935,1537886.835,466768.1907,494472.3612,594522.5961,942954.9763,538953.0897,830727.3313,1215670.825,1031978.925,854904.9733,594923.7822,1664097.112,1868131.165,650429.5885,1975469.112,1694662.161,602751.3517,996824.742,587002.6515,324490.8746,469900.098,583754.0399,796235.3258,169267.5527,1417859.162,160100.5506,1588389.059,338245.28,1389139.369,1879659.097,1096431.763,452002.381,639633.8166,259813.6377,188789.3825,422644.7513,938407.6168,1163221.909,1088347.124,1583773.89,1212252.994,1431575.041,
X28046_352.2384_7.60_pos,80936.81915,41595.84275,15302.57607,58624.18531,101652.9082,204663.9124,34030.30541,29688.76207,102717.3493,106166.8869,71024.61094,87028.50935,76482.90473,111576.6208,73475.80494,58555.76716,206222.1307,133213.5455,135560.5719,143154.108,483199.5409,52736.77522,140716.9579,54234.35848,31330.16898,66542.75098,156447.6827,179452.5739,419631.1569,126057.8086,92271.36721,84601.14662,147433.0454,141514.6967,166459.9274,104409.0287,140914.0329,112760.819,284812.1214,329226.188,176504.9041,277921.9785,575293.219,53764.77372,141403.8745,168155.8108,282869.2035,31384.61476,164242.5662,41476.39796,149497.1958,42533.57098,455487.4154,34887.60851,40122.87534,36780.32703,51784.19832,73428.27515,115361.6151,58642.40683,74804.8004,115236.5807,101392.399,26256.4574,52213.79888,55285.33712,
X28062_285.0897_9.38_pos,23270.08559,10333.10511,9216.478916,12677.57215,82674.43666,109045.6112,9391.930283,19798.11542,14806.80299,54999.48202,68928.60499,31296.37043,18628.02299,80967.27021,129106.0051,62555.37844,30524.69673,202712.7814,173286.3335,67988.92467,104922.3481,8561.621074,110354.3241,39453.09964,161434.5108,26377.43051,57182.24265,22679.28642,428224.1202,77552.56853,300488.7605,10467.74914,18189.84502,213525.6392,76271.21057,7852.939863,14918.86499,141384.9787,185046.2072,348207.2047,164127.2309,61083.56464,427365.9389,9767.313193,20983.15201,60146.00595,123482.2865,10039.22912,141425.7416,9916.38082,8370.164941,24098.85302,213958.0004,15876.19237,16818.99374,10214.57672,NA,10396.33916,26126.03602,11977.15207,36750.26385,34123.74751,108545.7827,8687.152559,20541.68947,29282.1479,
X28091_371.3209_7.95_pos,NA,12507.20953,8323.372969,9475.88792,19570.1277,29092.66002,7896.083057,17656.86722,9720.899912,12140.9826,16934.48213,33529.19701,29563.93137,134498.131,50057.00396,78304.5969,12703.89959,17038.23873,10365.73284,41145.30375,248342.1923,32313.82731,137829.8345,13081.39572,12897.825,33578.97336,44141.33705,14902.00277,120562.3321,9108.598697,101512.8271,10782.22907,27162.26508,16704.79219,15784.85508,NA,10548.33929,25148.73786,95146.58996,73478.08886,76186.37291,29952.21775,567215.3714,23101.47964,11980.74896,93188.56735,41830.3592,10682.54361,32693.28891,12272.21129,NA,9087.503496,348505.9763,10382.12543,11603.2612,10296.42864,8409.191045,12271.06781,22028.41272,14504.73511,24351.63902,11252.55576,17406.62326,28502.23219,9155.085762,21464.20397,
X28113_317.1725_6.08_pos,31206.23757,15278.96012,19464.87844,7991.859639,191417.3635,196309.8428,22858.46285,8854.005686,17341.34145,11584.2968,103231.9143,178655.2892,343268.1005,698334.5522,35255.41254,20532.11437,38248.43174,27646.25729,315236.7205,117361.9888,378304.953,25300.79736,433354.0223,185170.4245,386615.2822,10394.9674,34490.17761,38921.49318,612001.2878,NA,77364.01976,22114.33752,136311.6947,45096.40244,147356.787,23429.77746,57561.2466,9995.790671,203170.5679,70969.97561,12124.11937,41358.16066,465423.0782,NA,100554.0814,377129.5398,46079.25926,NA,129064.3167,NA,144898.1564,NA,365077.558,7234.092744,188644.493,NA,83966.77518,NA,36406.39184,8599.018535,8647.428369,9332.643516,23093.82697,33402.7423,11627.18461,20619.60152,
X28178_205.1465_5.92_pos,75551.32326,110805.2589,74951.29963,213335.1498,102514.9657,444582.7306,41955.94796,79518.63762,214485.0782,58675.12975,283976.8441,117872.0113,119413.7193,1023861.264,88693.03125,91624.065,353410.0199,136195.5995,370381.448,666946.9233,3072134.784,88128.30466,993300.2603,138433.3267,281379.7737,49733.66367,373763.8871,83964.61245,177791.9415,186310.1695,440677.6522,171625.0762,137341.2333,246260.3895,367635.9827,157436.4159,212345.5109,122744.9612,662481.8866,280752.6111,239070.5852,254182.907,625663.0593,18381.10148,147354.4486,910715.0215,149196.8675,70540.34122,204727.44,56911.6737,202119.157,52972.23393,647015.5098,29519.03353,109566.8573,158857.3056,153658.3061,149549.6435,146339.1635,167691.0928,53785.73921,113371.8586,245615.461,72454.19458,76573.51637,35241.35783,
X28187_359.1308_4.39_pos,216103.7711,212068.8721,494390.3224,522136.8377,626700.5347,759662.3259,342546.9204,898085.3574,1192246.959,1267505.512,220440.1044,1383360.398,760669.7481,472021.6582,1400727.222,657898.6239,1501790.055,1042626.265,1156589.21,1361624.666,1176903.9,141545.9309,1008507.886,1061242.412,118408.5915,53947.96131,1625418.755,878225.0073,430492.2486,773460.0227,1738871.121,355658.3276,815335.5642,226581.3456,636234.952,1394127.96,1187743.322,399564.3779,313411.0437,572707.7464,517229.0742,1788963.482,850676.5533,NA,1325535.001,215495.2477,1728484.266,NA,1279500.698,NA,275747.5894,6701.33458,1721913.449,215722.1783,186433.5894,NA,162287.3733,NA,607540.8858,NA,675310.8407,571737.2775,297182.7797,436575.4631,319584.921,418657.4001,
X28188_642.7827_12.21_pos,10319.95939,NA,NA,NA,NA,NA,NA,NA,NA,11424.91084,17933.9032,NA,NA,NA,NA,NA,NA,19467.61014,NA,13000.21723,168130.1817,NA,NA,NA,NA,NA,11357.69514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382391.9521,12823.48424,NA,NA,NA,NA,NA,NA,NA,NA,363376.5659,NA,NA,NA,10329.28989,NA,NA,NA,NA,NA,NA,17552.37363,NA,NA,
X28202_393.2067_6.81_pos,64042.16402,11185.98756,9607.487201,9731.402261,23489.4382,24335.98465,22047.11719,9547.509785,NA,118996.4162,23804.86523,NA,22546.2958,48782.64807,52455.41314,75336.33149,57107.97513,146736.4483,NA,28169.75407,101870.0577,44594.60027,20631.7749,15876.95256,NA,27899.77805,55585.64396,22927.44748,47365.14703,12189.02924,148559.2019,39340.06969,38847.77437,32637.22726,46656.51299,NA,12564.87709,84282.11292,39171.29394,80560.9908,53479.68311,240159.707,429803.2349,14205.24428,25379.4048,57158.36442,156282.3446,9153.427322,20893.55309,9460.090356,38824.95504,10210.50343,277608.5598,12583.89791,NA,27960.4967,NA,10800.29104,NA,9286.965381,8812.704258,64704.6405,17787.11603,NA,11162.86679,58945.99018,
X28229_583.3929_12.93_pos,16450.45885,60360.99516,NA,NA,NA,412272.0783,84903.54451,199074.8399,1586970.368,44385.08555,354895.6215,1073813.808,NA,24643.86211,NA,326026.525,846249.645,28765.67953,619000.9092,172932.7809,98289.43603,NA,201036.8898,NA,453859.4723,874468.5418,32156.91314,NA,676938.5884,963167.6183,1846071.599,876869.6697,NA,602143.1548,509282.4845,383242.4037,726202.1177,78137.24684,1917798.526,1473206.2,317867.0308,86309.88119,337294.1944,NA,NA,161725.9222,100056.0662,NA,224909.3179,NA,NA,NA,337592.9917,42974.33473,NA,NA,NA,NA,NA,NA,336499.5073,28404.84727,315330.6112,57097.96359,NA,NA,
X28249_342.1768_3.67_pos,14302.18574,56283.90316,37722.51765,11485.25684,31999.67247,86352.21872,79992.54246,32335.92128,62792.09756,128202.7165,54718.59562,85380.41558,16402.38217,163535.8098,21555.46482,97101.69671,206898.9837,141518.7693,63497.76121,106145.5725,224466.236,9604.612676,32896.19136,32345.98861,23214.60528,47977.54359,90039.58587,34937.3082,112376.0139,45641.23847,88255.79833,131639.3655,28997.23113,19530.24751,110928.4474,12864.70465,109066.1692,77892.3498,142990.6859,214548.3569,47311.36803,88363.59336,351770.9269,7415.309385,22143.24859,53357.34534,102163.8505,NA,129525.172,NA,15845.57643,10062.98965,197747.4753,26909.56066,18415.85506,9715.869111,34440.93925,NA,26794.43755,NA,31094.64519,95227.15942,40732.4095,49173.1429,57372.73824,12297.34172,
X28352_455.3395_10.08_pos,74267.45098,21479.33696,36697.91797,12023.2527,12899.71846,178340.6186,16055.67705,29270.79738,84705.13702,23045.13615,142694.8366,34381.55112,163824.0613,35190.91156,430761.0885,75049.68584,26792.18317,129429.286,125112.4671,66441.33142,259987.4738,186191.0047,26033.25393,36515.0786,63589.57726,13793.02536,15410.44383,567972.8072,147542.7806,42610.98217,103772.1208,16756.15541,73490.65005,48777.06435,42428.52754,18553.7833,28654.35302,40192.2399,137981.1331,92287.74999,18155.59805,38918.57941,380476.6014,27389.76318,4223194.166,30154.25831,54704.53724,17799.7602,49498.73965,14306.08746,68105.41837,21233.01489,314425.4618,33973.2544,89352.97978,23554.05091,44368.57592,23370.47809,3177629.948,38384.35433,70197.58455,21260.32919,13884.53309,18666.41603,30557.85615,18980.87318,
X28396_649.2409_7.46_pos,NA,NA,NA,NA,9184.237588,35838.05319,35478.5898,7881.816094,91099.02554,54696.69208,79189.01315,273230.274,64542.78564,104119.7871,208998.2874,36743.38676,140331.6529,60246.6479,54930.60352,76476.24956,71509.14457,NA,30200.30543,12875.05904,22546.64147,NA,16031.2825,410406.5604,186451.7447,66902.29221,78616.86152,177991.2638,NA,24585.76937,57705.92502,100586.2028,153964.433,34960.10992,170357.4974,176837.1055,115684.3591,31904.23615,284529.4188,NA,29837.43036,33903.30094,28618.63406,NA,71385.83537,NA,NA,NA,245578.1339,NA,18897.55963,NA,9776.198291,NA,15188.39186,NA,86074.677,21129.19415,64897.22452,13692.89379,NA,NA,
X28437_623.1966_7.76_pos,131181.6558,38683.47188,37943.21725,158540.8256,14409.3549,587750.9607,248558.962,71433.99858,791010.6613,1313476.472,579679.1891,1063932.877,152667.4742,100425.3299,23440.55332,994296.6196,731172.5089,901704.3574,461677.0404,558563.1842,597796.5859,NA,209778.8571,59741.1247,500714.2835,90417.54115,152596.7737,94625.11498,1263007.963,606414.8334,560783.0975,1268687.184,94594.11542,468898.013,543035.7101,509127.8934,1758187.097,989393.149,774769.0611,765295.1402,988038.8212,314029.7035,267926.0027,NA,547409.0426,108630.2915,339441.9392,NA,596509.0701,NA,172280.2309,NA,779594.7325,38878.6406,133106.4476,NA,89937.42456,NA,468890.6584,12510.29142,358710.116,822252.5275,665114.6016,120525.4868,161393.6989,35772.15111,
X28473_425.2163_12.69_pos,NA,28579.68814,NA,NA,16134.33604,NA,NA,NA,NA,NA,18253.94461,33356.68957,17236.30805,37102.61262,28698.60398,50143.69078,15441.84422,23484.60012,NA,15476.06653,32355.76301,NA,NA,24620.38995,NA,NA,21934.42887,38809.6555,16271.00264,17450.55012,16927.13391,12299.61252,NA,20619.85893,NA,NA,16601.61293,17213.69264,69736.19631,25004.58387,NA,15606.39795,199080.843,NA,NA,14807.85686,18376.67027,NA,NA,NA,16346.68758,NA,32790.32824,NA,NA,NA,15251.23031,NA,NA,NA,13447.63506,11664.49313,14824.7915,18164.85105,NA,NA,
X28576_534.7805_8.09_pos,11699.9823,NA,NA,NA,NA,122098.395,NA,NA,NA,NA,57184.38802,NA,NA,8250.279463,NA,NA,NA,NA,NA,92283.21917,NA,NA,NA,NA,NA,38777.65725,NA,NA,NA,8037.191426,NA,NA,3270652.552,NA,27539.63418,NA,NA,NA,NA,NA,NA,10241.68796,NA,NA,NA,NA,10452.47376,NA,114406.0558,NA,3091724.756,NA,NA,NA,NA,NA,NA,NA,NA,7291.820688,NA,NA,NA,NA,NA,NA,
X28586_534.7793_7.92_pos,7786.15541,NA,NA,NA,NA,38521.08146,NA,NA,NA,NA,17069.72807,NA,NA,NA,NA,NA,NA,NA,NA,41844.49506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3521689.817,NA,19280.61609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67689.75154,6632.56166,3141730.243,NA,NA,NA,NA,NA,NA,7153.862051,7954.240685,NA,NA,NA,NA,NA,8970.634746,NA,
X28600_535.4394_8.09_pos,NA,NA,NA,NA,NA,88185.72199,NA,NA,12381.22598,NA,36381.92504,NA,NA,NA,NA,NA,NA,NA,NA,87896.98957,NA,NA,NA,NA,NA,73590.95431,9577.65658,NA,NA,7880.497412,NA,NA,3232960.222,NA,75023.91158,NA,NA,NA,NA,NA,NA,9450.242695,NA,NA,NA,NA,33576.89556,NA,121897.5519,NA,2967956.091,7306.963887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
X28605_535.4381_7.91_pos,NA,NA,NA,NA,NA,65900.40993,NA,NA,NA,NA,17948.34577,NA,NA,NA,NA,NA,NA,NA,NA,50045.42771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3216237.631,NA,41686.75767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47470.0432,NA,2910571.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
X28626_454.1767_7.47_pos,1960231.569,573033.5785,2008561.425,2857044.986,1291872.269,2636580.776,555081.6924,1198207.873,3674110.461,3781638.275,2516219.289,2427084.909,715327.8212,1954159.792,2744130.867,1483050.02,2596861.464,2508012.927,2015091.105,2657951.831,2652902.578,2892807.75,3149775.211,837490.5168,2594405.093,450507.2127,1482267.876,2273611.848,749932.7841,4582937.557,2942083.891,3794179.537,2744747.992,1898988.822,2521077.026,4678148.064,5535224.964,2695043.971,4072480.832,4015602.223,2544750.069,1732714.262,3619585.319,NA,3914617.543,1867336.55,1521581.018,NA,2616950.739,NA,2859635.108,NA,3039789.813,799336.5216,1242203.028,NA,800658.1484,NA,2815543.57,NA,2658978.684,2632988.718,2196494.636,1019189.046,1244544.44,1396847.231,
X28640_541.1053_7.93_pos,184839.9762,NA,NA,8684.296001,208773.51,56364.1998,NA,NA,13161.39691,31513.24808,40646.54291,NA,152242.8297,21523.82631,287100.1591,NA,11460.17562,NA,13434.94418,35383.97138,NA,147060.4951,93304.3592,82042.88111,15279.08373,NA,NA,115490.192,11037.45765,11627.61855,8760.411152,10902.6927,3077294.391,NA,14948.30555,12443.72837,14188.82309,NA,8430.469863,19036.68492,NA,NA,NA,8379.088269,20828.9014,63907.34988,NA,9064.858828,35230.42963,8276.981547,2652175.633,NA,NA,NA,NA,12779.42531,NA,NA,13081.80838,NA,9967.026513,NA,10407.18645,NA,8521.869258,NA,
X28661_236.1352_4.47_pos,2770636.398,151525.8315,123976.4387,392704.7254,194163.5257,1430594.87,80840.70534,408159.3649,100393.268,1292670.072,1506677.911,338611.034,480037.4904,624847.5785,1183775.152,6399323.743,1661163.529,70713.08739,943405.5328,1244976.631,3384676.042,332736.3933,1761948.583,462874.3226,922084.8225,288086.3257,3840383.798,998060.7205,1151758.526,475007.7673,4307406.022,99577.30083,4527382.965,699510.9842,1701177.709,1710350.357,903973.5828,488951.7574,1482565.357,NA,1736311.706,203426.4849,2062729.083,138096.2048,4682125.393,4397150.997,1498567.813,77737.82578,3686352.69,141327.93,3647625.503,130681.784,2280156.775,168478.1665,286651.9532,121383.6315,123231.0918,148054.452,1720268.364,68207.02686,417023.3657,1418645.738,12697942.73,115796.4804,9906866.629,878415.6791,
X28690_593.0257_7.91_pos,33883.06318,NA,NA,NA,NA,78739.29951,7266.586758,NA,50981.00982,NA,39646.15746,NA,NA,14648.00461,19385.99068,9604.642998,NA,103612.0657,NA,49606.31934,NA,9114.292699,17886.37541,14096.22967,NA,10478.56325,NA,15187.85145,NA,NA,NA,29324.49025,1444169.129,NA,90639.61087,14359.94713,16318.43262,NA,NA,NA,57304.37332,NA,NA,NA,10063.5445,8730.659619,NA,7259.917946,66051.96691,NA,974507.7971,NA,NA,NA,NA,NA,NA,NA,24135.31324,7166.780648,NA,NA,47385.36187,NA,NA,NA,
X28691_425.0446_7.46_pos,NA,10921.60233,NA,NA,13296.48463,71551.07436,NA,NA,NA,10928.06839,62233.70899,24195.32505,55465.52467,53163.40301,12797.76402,154925.8642,8781.311953,NA,169313.1892,48593.71225,138474.4579,NA,114198.6568,38138.56735,34353.37298,351189.5415,418703.8507,8540.504648,86520.95101,8003.730469,102353.2038,NA,1340353.571,121888.28,39647.00514,9589.871338,14971.7642,44910.26382,37654.07153,83749.0923,35090.51316,247506.5915,245367.7276,NA,NA,36144.72795,183131.189,NA,36018.32074,NA,1349340.943,NA,65898.40413,NA,NA,NA,NA,NA,NA,NA,NA,9262.412432,35071.26321,NA,9525.852949,NA,
X28713_533.0635_7.06_pos,12252.62918,91242.13404,29240.94937,NA,12032.89383,44342.02523,341079.3634,57609.33625,148536.1545,NA,NA,228157.8379,9755.578488,NA,NA,NA,205549.8302,NA,NA,14107.94215,NA,13567.98346,15342.13842,NA,NA,NA,NA,NA,NA,144660.5147,13695.56203,238660.1879,940846.5244,7565.81833,NA,291305.1434,124133.5336,NA,NA,NA,NA,NA,NA,33566.74728,NA,NA,NA,21655.35114,NA,12184.51097,868674.0462,NA,NA,227378.8242,NA,36230.65724,NA,6757.258271,NA,21433.8421,57839.0209,NA,NA,953084.8999,18237.85721,NA,
X28721_541.1109_7.45_pos,NA,7146.136611,NA,NA,7155.427354,19119.6965,9178.747236,NA,18450.96521,9618.949717,12207.70236,21396.0968,NA,NA,NA,NA,46632.29695,24632.0782,10932.90984,12166.2808,NA,NA,NA,NA,NA,NA,9686.782646,9548.244932,11529.65473,NA,16127.58428,41299.60635,479936.966,8540.100716,14124.69082,43825.97262,102616.176,NA,NA,13847.14102,19681.1916,NA,NA,8995.88915,10746.82744,12825.9774,NA,8955.628594,13822.15412,NA,472167.1332,7000.54998,NA,NA,NA,8517.638335,8519.816777,NA,14140.19752,7373.664785,11350.85321,10486.57619,NA,25252.77315,NA,NA,
X28722_186.2216_5.92_pos,274039.8205,266075.0481,224454.005,439921.6369,513360.195,128559.048,153158.8607,437987.2058,112281.4521,523458.7496,1163539.052,290297.0911,505140.267,218189.5683,587535.4008,280558.8839,140517.6644,593911.8135,936831.9427,1051897.102,1081636.981,569660.5563,1745922.741,1526652.556,1822328.618,3241531.498,773221.8164,4285863.443,1268907.758,5089051.892,1999179.609,280650.8727,1153198.573,498625.4597,475738.1802,230047.7573,211675.4643,610324.4537,501608.3074,714423.0405,767404.5785,228346.5954,208854.5691,326559.432,364570.311,717610.2907,409460.9452,423127.1192,557454.2988,413853.6279,453255.7468,588034.6463,625192.2931,1256762.286,596599.8265,3393879.368,14231210.92,5957505.109,8518003.986,5379330.681,1537591.642,5155250.444,2073658.521,207575.4519,609784.9475,372309.3144,
X28771_422.1210_5.99_pos,211772.4112,198480.0782,62834.87156,109282.0646,526201.8639,8178907.996,10068375.82,288512.21,25612825.3,367161.7017,7524571.589,47548.59,1167059.131,174178.3512,2256232.654,293770.144,167561.5204,146389.1319,716523.7428,7718913.339,1765173.399,548926.4506,455288.1766,803941.9918,148385.2116,94951.76924,1315364.587,3059281.886,2303880.581,201004.0823,43988122.79,48999555,447993.8815,5554292.104,7209244.139,181075.859,38608438.43,283801.5153,28551550.96,21037646.06,222421.8277,1308821.497,5418928.633,25679.06763,78257.79935,78856.33937,1083133.236,10535.265,7974487.961,12714.89549,966273.1828,7181.767295,3311480.536,50938.12942,58528.58695,10492.73499,28564.23996,16527.70654,68498.11084,17984.75566,207427.574,194486.819,291234.1252,242291.4641,223320.7443,122686.3597,
X28775_417.0259_6.81_pos,NA,NA,NA,NA,NA,1005592.32,1064874.749,8821.29624,1176105.267,NA,1810661.351,1943554.774,NA,NA,NA,NA,2210339.488,NA,1725705.939,513013.8787,228614.3482,NA,18107.83711,NA,1399087.772,1138153.123,1387363.282,NA,367346.5772,10192.19687,NA,1299560.395,1048356.122,271876.0578,1844304.363,1507942.996,1404997.476,NA,NA,15292.07725,11613.38192,1108900.928,1731079.643,64694.61889,1232403.879,NA,1768878.131,26036.17834,2157238.475,NA,558294.6476,NA,852666.6497,26385.79252,1465439.01,NA,3087353.493,NA,614107.024,NA,16907.88803,13307.21467,18091.76092,1003756.442,10407.3973,12565.40582,
