,MW_6_41,MD_15_10,MD_17_16,MD_17_17,MW_6_42,QC_62,AD_21_58,MD_11_1,AD_21_59,MD_16_13,QC_63,AD_20_54,MW_6_43,MW_2_31,MW_1_24,MD_17_18,AD_20_55,MD_17_19,MW_5_38,QC_64,MW_10_28,MW_1_25,MW_2_32,MW_6_44,MW_5_39,MW_3_34,MW_3_35,MW_1_26,MW_5_40,MD_15_11,MW_9_51,AD_21_60,MW_8_48,MW_1_27,QC_65,AD_20_56,AD_21_61,MD_17_20,MW_9_52,MW_9_53,MD_18_21,MW_3_36,MW_10_29,MW_7_45,MD_14_7,MW_2_33,MW_3_37,MW_7_46,QC_66,MW_7_47,MW_8_49,MW_8_50,MW_10_30,MD_11_2,MD_12_4,MD_11_3,MD_12_5,MD_12_6,MD_14_8,MD_14_9,MD_15_12,MD_16_14,MD_18_22,AD_20_57,MD_18_23,MD_16_15,QC_GC_67
X40_941.5125_12.47_neg,2349579.38,3.20E+07,18100000,4651560.108,203497.3612,1.15E+08,87400000,46400000,4.32E+08,33300000,1.02E+08,2.66E+08,1609889.929,30400000,3126790.127,90300000,2.17E+08,12600000,1.62E+08,1.07E+08,2118708.555,849764.9153,33100000,660715.2874,50300000,46500000,5769183.338,1750421.099,81800000,91700000,2.16E+08,2.57E+08,1970519.476,1.00E+08,1.03E+08,87800000,1.70E+08,23600000,2.87E+08,2.29E+08,89800000,12500000,13500000,818474.5951,4468480.343,23300000,10900000,787575.8321,1.08E+08,17887.07855,1714657.893,10637.62488,8512503.142,2.60E+07,9410955.827,30340.38299,6640074.148,9631.685068,4375389.449,4445.783203,72400000,27600000,66900000,96300000,1.10E+07,11100000,
X41_623.0897_4.21_neg,2.49E+08,1.86E+08,5.62E+08,1.03E+09,1.26E+08,1.70E+08,NA,2.35E+08,NA,3.48E+08,1.54E+08,NA,44400000,9084269.885,46400000,1.51E+08,NA,3.00E+08,4555.941636,1.65E+08,4207003.922,4.00E+07,84400000,20800000,NA,781094.3795,1265436.98,24700000,NA,1.49E+09,1.16E+09,4116.284638,13700000,NA,1.32E+08,NA,NA,4.56E+08,1.23E+09,7.25E+08,3.92E+08,687228.636,13700000,12300000,2.33E+09,15600000,753548.4881,8734932.127,1.56E+08,NA,10200000,NA,6854678.593,68200000,162631.6551,NA,54620.51989,NA,1.79E+09,NA,8.37E+08,1.19E+08,5.13E+08,NA,1.47E+08,20800000,
X43_325.0637_5.41_neg,9.44E+08,4.31E+08,2.34E+08,3.34E+08,5.33E+08,2.39E+08,569539.1607,3.78E+08,7923685.892,2.80E+08,2.34E+08,4348834.209,2.84E+08,1.58E+08,2.32E+08,1.94E+08,6082660.687,3.27E+08,16300000,2.37E+08,69700000,2.01E+08,3.32E+08,2.17E+08,7133819.928,16100000,25600000,2.12E+08,3940918.38,4.18E+08,7.06E+08,5805669.384,55400000,698936.3719,2.07E+08,5616971.242,8568737.259,1.88E+08,7.34E+08,5.49E+08,2.69E+08,24500000,1.33E+08,52100000,5.38E+08,1.89E+08,23400000,43500000,2.30E+08,NA,44900000,NA,91600000,2.17E+08,88600000,1967.168774,57100000,NA,3.97E+08,2474.082766,4.30E+08,3.36E+08,4.39E+08,1227824.742,3.23E+08,3.46E+08,
X45_439.1821_6.40_neg,1.01E+08,4862775.937,4812197.83,3868353.989,8565048.139,1.17E+08,1.10E+07,17300000,2.79E+08,72500000,1.18E+08,63200000,1.13E+08,1.33E+08,1.98E+08,1.33E+08,89900000,1.51E+08,1.38E+08,1.16E+08,1.17E+08,11700000,3.08E+08,6.40E+07,87900000,33600000,52200000,1.52E+08,55900000,58100000,2.45E+08,1.26E+08,2924169.735,1.59E+08,1.03E+08,38500000,1.23E+08,74200000,2.37E+08,2.04E+08,1.58E+08,57600000,3.14E+08,3732964.787,1.54E+08,1.31E+08,53300000,3137713.015,1.13E+08,NA,2462082.097,NA,2.13E+08,11800000,5879547.084,2179.52045,3866506.359,NA,1.22E+08,1897.241755,38500000,43200000,89800000,8603460.59,9521760.182,13400000,
X47_431.1924_5.85_neg,85900000,96700000,62200000,59600000,1.16E+08,1.46E+08,1381258.793,98400000,6748466.64,3.63E+08,1.47E+08,1.80E+07,9.80E+07,4.80E+07,2.12E+08,2.98E+08,20900000,5.20E+08,1.74E+08,1.42E+08,1.12E+08,2.33E+08,32600000,82700000,2.35E+08,1.11E+08,2.64E+08,2.16E+08,3.96E+08,3.39E+08,2.10E+08,10100000,57200000,1.22E+08,1.29E+08,3360654.008,8648672.285,1.92E+08,3.05E+08,3.09E+08,1.11E+08,2.26E+08,1.57E+08,1799108.589,26100000,31100000,2.46E+08,1438747.343,1.40E+08,NA,50500000,NA,1.33E+08,63300000,25200000,5027.065866,17500000,NA,24100000,NA,2.26E+08,3.08E+08,1.31E+08,3887001.002,1.10E+08,2.06E+08,
X48_119.0490_7.00_neg,157615.5841,390850.1577,103260.2048,93066.95607,70785.89789,1.59E+08,56600000,262139.4469,2.47E+08,143838.4511,1.72E+08,1.52E+08,497885.1343,1355272.802,826216.8311,50221.71469,1.93E+08,NA,8.06E+08,1.60E+08,1.05E+08,25185.54189,2725384.746,768682.668,6.46E+08,1.21E+08,1.26E+08,231294.8245,5.70E+08,327453.1841,74014.47797,2.36E+08,89700000,23200000,1.46E+08,1.57E+08,2.95E+08,114152.1183,92206.73766,117055.0392,93925.42744,1.99E+08,1.45E+08,2312846.313,1.20E+08,2224546.85,1.62E+08,2248572.626,1.66E+08,14332.24791,78100000,25254.1255,1.24E+08,274656.1334,4.82E+08,23707.9701,3.69E+08,22808.69694,1.08E+08,13561.98377,411828.0902,541413.89,374209.9533,58600000,561546.3409,190829.3855,
X50_581.0905_6.81_neg,NA,NA,NA,NA,NA,1.15E+08,24600000,NA,2.71E+08,NA,1.18E+08,1.03E+08,NA,12717.27141,32314.01307,NA,1.20E+08,NA,4.41E+08,1.10E+08,56200000,29195.87288,NA,NA,3.95E+08,73700000,68500000,NA,3.01E+08,69629.09364,NA,2.34E+08,48800000,7085128.137,1.06E+08,1.77E+08,2.72E+08,4643.424404,NA,9339.360908,NA,1.04E+08,94500000,207484.1561,2.21E+08,NA,82300000,138565.9181,1.15E+08,NA,41700000,NA,74900000,3877.42333,3.51E+08,NA,2.78E+08,NA,1.93E+08,NA,5205.485332,NA,NA,26800000,NA,5400.71625,
X51_889.2051_6.83_neg,NA,NA,9061.155469,NA,5176.16797,1.10E+08,1.10E+08,NA,4.91E+08,72068.10137,1.11E+08,1.01E+08,43538.62535,256344.7853,940031.8564,NA,1.41E+08,NA,1.23E+08,1.09E+08,4392090.739,NA,4592006.243,42220.22146,1.08E+08,31800000,30800000,665293.8516,25200000,NA,NA,3.30E+08,51100000,13400000,97600000,2.43E+08,4.67E+08,11016.13852,NA,NA,22959.77426,50200000,22400000,470288.6203,8.90E+07,332463.959,35900000,384599.9334,1.12E+08,NA,39600000,NA,10700000,NA,47500000,NA,28200000,2586.903157,62300000,NA,3537.286358,238834.1923,21318.74133,57800000,10351.28566,148593.3591,
X52_179.0344_4.21_neg,2.59E+08,1.87E+08,3.73E+08,4.62E+08,1.62E+08,2.09E+08,58394.27405,2.16E+08,498410.633,2.86E+08,1.98E+08,113410.2717,1.07E+08,53300000,1.13E+08,2.06E+08,188780.6587,3.04E+08,340357.6551,1.97E+08,34200000,1.04E+08,1.52E+08,76900000,213732.3157,14100000,18900000,80100000,60907.99964,5.50E+08,4.97E+08,174965.7556,55900000,79659.50558,1.77E+08,626803.8495,264248.2151,3.28E+08,5.12E+08,4.12E+08,3.00E+08,15800000,68500000,51500000,7.32E+08,62500000,14800000,42700000,1.95E+08,33119.33544,51800000,25437.85968,48100000,1.37E+08,8961743.374,28005.01315,5522053.381,27009.75499,6.16E+08,20063.29222,4.00E+08,1.90E+08,3.18E+08,96530.41427,1.68E+08,79800000,
X53_1154.6938_7.67_neg,NA,NA,7479.75835,20022.07365,13791.99762,76600000,31700000,NA,4.43E+08,1698705.143,73500000,2.94E+08,NA,NA,NA,326846.3372,3.53E+08,11500000,3.06E+08,73400000,NA,NA,28482.3128,NA,3.54E+08,69200000,22200000,NA,2812643.725,NA,NA,3.74E+08,NA,NA,68200000,4.30E+08,4.44E+08,2826323.194,NA,NA,NA,26800000,NA,NA,203213.9816,NA,21900000,NA,8.10E+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,128499.1068,NA,NA,321096.1652,NA,26600000,NA,NA,
X54_135.0441_4.22_neg,2.51E+08,1.86E+08,3.61E+08,4.67E+08,1.51E+08,1.96E+08,180020.8437,2.08E+08,128924.6133,2.63E+08,1.89E+08,151724.3358,1.01E+08,49800000,1.10E+08,1.92E+08,260905.1606,2.74E+08,579067.014,1.85E+08,32200000,1.09E+08,1.36E+08,67800000,315627.8109,13800000,16800000,73800000,134578.9434,5.24E+08,4.75E+08,177381.126,53700000,202302.9687,1.68E+08,437335.9402,761889.2272,3.02E+08,4.87E+08,3.80E+08,2.64E+08,14600000,63600000,51100000,6.98E+08,56400000,13400000,39100000,1.74E+08,39800.86785,43300000,74578.97329,43200000,1.21E+08,8931548.144,75861.59854,5303841.693,70777.37907,5.75E+08,104512.2249,3.85E+08,1.79E+08,2.93E+08,135479.2818,1.54E+08,72800000,
X56_859.1944_7.01_neg,NA,NA,NA,NA,NA,1.02E+08,NA,NA,110163.6858,NA,1.06E+08,1529000.35,NA,NA,NA,NA,2158252.815,25152.10641,2.32E+08,1.00E+08,4225089.348,NA,NA,NA,2.04E+08,2693843.72,2067943.965,NA,51100000,NA,4287451.064,231517.177,32232.14459,3561.795498,92200000,456431.7009,248320.4182,NA,447856.4618,1076399.941,NA,2608351.708,9690017.2,NA,14600000,NA,2195188.58,NA,1.07E+08,NA,21508.18541,NA,7270347.24,NA,30300000,NA,21200000,NA,12200000,2824.134792,NA,48093.07008,NA,30215.17164,9844.314724,57578.17627,
X58_487.2543_12.23_neg,40600000,1773053.461,1593733.619,2969669.467,12900000,66600000,2847616.426,5218507.6,39900000,65100000,70200000,19100000,1.06E+08,1.63E+08,81900000,1.49E+08,29300000,73600000,62200000,65100000,7300364.061,5678353.505,1.13E+08,71900000,55700000,99200000,69200000,70800000,1.03E+08,12200000,2.15E+08,53400000,5505134.184,68700000,61300000,3298051.531,21600000,94300000,1.88E+08,1.59E+08,1.03E+08,43700000,19800000,889270.4358,11200000,1.22E+08,5.50E+07,709351.0935,62500000,6719.288225,4066906.218,NA,13600000,3495765.422,1477972.342,NA,926116.7032,NA,8634601.383,3748.48834,6987276.345,33800000,57300000,820767.8506,4594873.409,3029415.61,
X60_447.1549_5.60_neg,45500000,57700000,53100000,32200000,66800000,1.07E+08,18300000,72200000,40900000,3.80E+08,1.09E+08,45800000,1.80E+08,731928.0568,1.73E+08,2.62E+08,6.20E+07,3.61E+08,1.64E+08,1.06E+08,1.26E+08,6.30E+07,249097.466,1.33E+08,1.01E+08,36400000,1.25E+08,1.60E+08,2.99E+08,91400000,656082.1616,48400000,43500000,9.90E+07,94900000,2.90E+07,45200000,2.46E+08,709926.7441,718630.7114,1.61E+08,1.25E+08,2.34E+08,14963.70625,237212.5641,352111.0132,1.19E+08,7153.791636,1.04E+08,NA,35700000,NA,1.79E+08,46600000,26600000,3173.243628,17600000,1897.283364,240779.8796,NA,76300000,2.32E+08,1.19E+08,21700000,50300000,68400000,
X63_433.2083_6.33_neg,45700000,21700000,1.26E+08,2.13E+08,1.63E+08,87600000,2154578.651,38500000,4856393.11,78600000,89400000,5768025.508,1.59E+08,1.83E+08,24700000,1.24E+08,7189122.421,4.40E+07,84100000,86700000,1.41E+08,56200000,1.79E+08,1.58E+08,62700000,9234966.368,99100000,2.60E+07,1.06E+08,52300000,64400000,5605368.624,96800000,27500000,78700000,4998608.933,4874209.452,1.72E+08,95300000,77200000,1.86E+08,1.29E+08,1.68E+08,2414457.904,16300000,1.18E+08,1.09E+08,1933588.443,84700000,NA,81300000,NA,1.54E+08,24200000,24800000,4823.926956,17300000,NA,13100000,NA,38300000,64100000,1.39E+08,2648628.446,59100000,45700000,
X64_987.5184_12.47_neg,1213913.542,16900000,9749556.362,2435631.423,85191.9982,60500000,48900000,25600000,2.41E+08,18700000,52200000,1.52E+08,838377.3233,15500000,1715501.808,51900000,1.27E+08,7061769.069,95400000,57600000,1142144.351,398025.6025,17300000,157723.7528,28900000,26400000,3208216.889,959688.2356,4.70E+07,49800000,1.05E+08,1.52E+08,986261.6713,52200000,57900000,50200000,99700000,13800000,1.42E+08,1.13E+08,53400000,7277384.278,7717326.716,415634.9874,2539304.175,12600000,6464826.338,404732.3634,60800000,11743.39436,915758.5437,11432.87302,4710356.011,14900000,5123250.323,NA,3810519.616,7841.094639,2499990.882,4604.949829,4.10E+07,16300000,38700000,52400000,5777857.183,5906565.015,
X66_925.5178_12.66_neg,5139480.322,16600000,6785073.879,1834518.396,669474.7263,77200000,46700000,26400000,2.10E+08,15100000,73400000,1.28E+08,21400000,1.50E+07,11900000,41100000,1.13E+08,74900000,1.04E+08,73800000,56700000,1635292.711,1.50E+07,13300000,32400000,4282486.865,463235.4673,5518688.071,62900000,37900000,1.21E+08,1.34E+08,18800000,5377037.256,71500000,5.00E+07,8.30E+07,10200000,1.39E+08,1.25E+08,42900000,941031.8223,1.23E+08,1551166.568,51700000,13800000,984529.771,1494363.001,7.50E+07,18381.41156,17700000,NA,1.03E+08,15800000,25700000,10941.86974,18600000,21883.39548,52100000,10336.19596,36200000,14200000,38400000,43400000,3276493.866,4335937.392,
X67_193.0494_7.21_neg,1264543.9,222590.1262,352474.3878,336558.5454,1167590.298,83800000,59900000,115520.8454,1.89E+08,429136.273,8.40E+07,1.65E+08,1470135.736,1609953.096,911611.6368,110610.5454,2.16E+08,145273.7192,1.90E+08,84300000,2.22E+08,421658.1029,2911223.83,1404200.164,1.25E+08,80100000,2.31E+08,1190601.445,3.22E+08,159638.3087,1178953.045,1.98E+08,95100000,2.44E+08,77100000,1.54E+08,2.18E+08,352991.4059,232437.576,652075.3701,105117.6733,2.10E+08,2.65E+08,3122033.994,1.25E+08,2352860.531,2.11E+08,2541838.67,83100000,5823.510718,84600000,8522.52026,2.41E+08,113134.4911,67600000,14039.2383,46400000,8782.153615,1.01E+08,5552.235117,253478.2813,152944.9642,233096.1383,4.30E+07,160705.2473,112295.7676,
X68_463.0886_7.09_neg,28200000,62700000,17800000,11900000,8273773.484,59100000,12800000,61500000,68900000,1.33E+08,62300000,37500000,9518600.788,13400000,5380249.618,29300000,44500000,56300000,49200000,57400000,3661662.374,8678197.898,38800000,3521289.711,69400000,39700000,29400000,5894034.155,12300000,1.68E+09,5173433.361,1.17E+08,24900000,1991480.407,54300000,30400000,1.25E+08,25500000,6205004.831,4820057.91,97600000,28700000,15300000,3819178.722,36700000,11700000,27600000,3314106.625,6.00E+07,9595.933832,26800000,2461.082095,9697986.965,41800000,4177704.662,7471.558627,3314269.354,2118.430554,32100000,2486.022832,1.01E+09,94900000,79700000,2512340.203,28800000,29700000,
X69_149.0125_4.22_neg,1.82E+08,1.34E+08,2.60E+08,3.40E+08,1.09E+08,1.39E+08,48491.43599,1.50E+08,27897.98061,2.00E+08,1.39E+08,38272.28256,73900000,36200000,81300000,1.42E+08,30112.11009,2.03E+08,42714.88731,1.35E+08,22900000,75200000,97200000,48700000,210214.3264,9735994.519,12300000,55700000,52007.96488,3.75E+08,3.36E+08,34936.11706,3.90E+07,73848.59795,1.19E+08,91097.6999,72360.29457,2.25E+08,3.53E+08,2.68E+08,2.02E+08,9733364.688,45200000,35600000,4.87E+08,41900000,9617170.223,26900000,1.31E+08,34149.56996,33100000,52682.19088,31300000,85900000,5969698.568,55699.32517,3682719.955,29342.23214,4.11E+08,42260.43472,2.66E+08,1.26E+08,2.16E+08,61058.10833,1.17E+08,52900000,
X70_560.9976_7.68_neg,342031.2733,NA,1951043.141,5701130.665,123155.6675,82800000,67200000,NA,1.39E+08,22400000,8.20E+07,1.25E+08,120777.2031,81947.65931,86838.46568,1.40E+07,1.30E+08,47800000,1.17E+08,78100000,2896902.967,65441.09851,135938.821,130624.909,1.29E+08,77100000,5.90E+07,226668.4809,28400000,3548.458755,53519.14922,1.27E+08,49149.04389,74986.47148,78900000,1.31E+08,1.29E+08,25700000,95102.07759,124864.1297,5547363.948,60100000,5170216.573,2976.614087,9756791.062,132305.5221,56400000,2761.938134,81700000,NA,59152.4925,NA,3962485.139,NA,3242331.297,NA,2132234.028,NA,7773728.249,NA,NA,11200000,3824081.528,62300000,1269521.643,2014056.26,
X71_429.1768_7.47_neg,47900000,12900000,49700000,70200000,27200000,7.30E+07,1.80E+07,28800000,1.01E+08,95900000,73400000,66200000,16300000,48500000,7.20E+07,39100000,70700000,64400000,52700000,69500000,6.90E+07,76600000,76600000,18100000,67300000,12400000,3.50E+07,53300000,18900000,1.20E+08,81300000,99200000,1.08E+08,44700000,63200000,1.14E+08,1.47E+08,70600000,1.10E+08,1.12E+08,65700000,39300000,94100000,294719.783,97600000,45300000,3.60E+07,206912.4415,70100000,NA,87400000,NA,80600000,18300000,31300000,NA,20800000,NA,76600000,NA,67600000,67100000,56500000,31900000,3.00E+07,32600000,
X72_331.0665_3.24_neg,61400000,9177442.571,3945446.022,5462700.373,90800000,1.01E+08,2690883.268,9761011.44,35300000,1.09E+08,1.05E+08,26500000,1.10E+08,1.11E+08,1.25E+08,1.28E+08,41200000,1.91E+08,1.61E+08,1.02E+08,1.69E+08,22800000,85400000,86200000,66200000,64600000,83100000,95100000,2.62E+08,4.40E+07,1.71E+08,54400000,38300000,63900000,82800000,13500000,34500000,1.41E+08,1.16E+08,1.87E+08,1.17E+08,75900000,2.34E+08,877877.3565,32100000,1.09E+08,76600000,764459.5574,95800000,NA,31400000,NA,1.94E+08,6004567.792,3029238.305,NA,1916483.501,NA,25700000,NA,25400000,63500000,7.60E+07,3383332.767,16600000,7885475.471,
X73_489.0915_7.92_neg,1269945.609,7086.506528,8715.88459,8432.024216,508334.4766,65100000,51010.4988,8082.223242,409813.3422,55065.16236,70700000,21425.83216,1029840.86,6978974.074,511877.8503,29583.10245,28354.17505,40593.54229,14209.57617,63600000,121536.527,682900.9151,16100000,1662238.552,22710.49592,56610.06527,66450.86167,96069.51938,76814.73055,6205.329023,142296.6996,138517.3873,1.79E+09,41308.86722,57400000,261866.7094,135820.5245,54931.39459,96695.18665,133585.9346,132680.2673,56580.33152,190345.6194,96172.95172,265652.0198,5974179.986,70586.50113,23436.83091,61800000,1961.000215,1.44E+09,16149.89816,175988.9475,13875.69686,69062.67946,3196.980571,26276.53016,2685.170208,194387.6044,5153.21042,16164.60428,38523.38503,109283.5934,3435.312236,6979.752275,4441.666934,
X74_309.0607_7.21_neg,807222.9437,157285.849,140028.2564,155533.5509,585040.1217,76900000,54300000,167403.967,1.76E+08,90894.01805,77800000,1.47E+08,3467710.851,1512579.305,1986439.792,98968.06892,1.97E+08,141273.3786,1.75E+08,77300000,2.00E+08,73657.7008,3121762.932,3158801.237,1.13E+08,73600000,2.17E+08,986783.6678,3.03E+08,291943.6589,886759.2014,1.82E+08,86200000,2.24E+08,70100000,1.41E+08,1.98E+08,106047.5719,295938.394,88700.06197,135226.076,1.97E+08,2.35E+08,2737573.063,1.16E+08,5174735.812,1.93E+08,2232340.485,7.80E+07,NA,73900000,NA,2.18E+08,25322.20977,61900000,NA,41200000,2392.962114,9.20E+07,NA,182943.2572,239856.5842,NA,38800000,NA,142703.6915,
X75_463.2554_8.49_neg,22200000,4944023.456,3819933.512,8764229.063,46900000,57400000,2164014.606,3736134.748,1.20E+07,74100000,57300000,8618940.153,52300000,1.54E+08,63600000,92100000,10800000,87300000,81100000,56600000,3317860.033,10600000,1.12E+08,42500000,52300000,17700000,40700000,52700000,86700000,26500000,1.97E+08,16200000,11400000,60800000,50100000,1184278,8977227.57,61800000,2.40E+08,2.23E+08,71600000,42600000,8632915.645,904522.7617,16400000,1.19E+08,39200000,740326.3129,56700000,NA,9709183.429,NA,6076896.961,2318215.672,5149314.815,NA,3325168.876,NA,12700000,NA,16600000,41100000,41800000,768343.415,6456905.309,8198457.013,
X76_489.1031_8.09_neg,828296.0836,346947.2802,18802.96831,82658.21024,1807312.787,66700000,1310340.512,136260.5587,6205367.54,2729822.703,70900000,7573607.187,1187738.212,7189417.581,589625.7827,2992249.508,12400000,12400000,4919368.959,65200000,1695875.227,273614.5335,19100000,853345.2377,5862395.138,69400000,25900000,799753.8725,2476165.307,689753.5282,6908713.503,6949464.029,1.77E+09,1247801.154,58200000,2962382.263,6372828.941,1515766.819,7124516.634,7392182.303,981432.2735,18900000,3533908.736,247874.1067,405442.4939,6459207.994,21200000,180195.4197,6.20E+07,NA,1.50E+09,17054.42247,2394963.156,184975.0136,52431.33244,NA,23264.38668,NA,311750.8337,NA,379569.1952,1413030.047,707988.3396,889492.2458,302356.1023,173629.2632,
X77_593.1217_7.00_neg,NA,72986.24328,11400000,41300000,NA,66100000,NA,53636.13094,426725.6734,82600000,73500000,NA,6308000.735,NA,31513.88096,46800000,NA,90900000,2.99E+08,68300000,15800000,NA,NA,NA,3.57E+08,NA,NA,NA,59800000,3403975.871,1418728.649,256529.7679,70088.33619,44392.53438,64100000,NA,278287.032,92700000,1297925.858,1545012.098,21700000,NA,29100000,NA,22800000,12339.77807,NA,NA,66500000,10001.44389,44091.74134,3291.363838,21700000,35104.41683,4464549.796,27225.33,3318507.463,4876.299668,19900000,11944.9401,2145612.147,48900000,18100000,NA,6283527.625,9551593.817,
X82_285.0397_7.67_neg,NA,3287.552771,2628626.868,7958291.604,NA,80900000,63300000,NA,1.68E+08,26600000,87600000,1.34E+08,11636.80014,7735.930283,NA,19600000,1.44E+08,44800000,1.31E+08,77800000,4088744.411,NA,9739.707803,NA,1.33E+08,70100000,5.50E+07,99656.6686,29100000,14434.10528,408110.5402,1.46E+08,571564.6436,97256.69794,73600000,1.53E+08,1.60E+08,28100000,445504.8912,237770.9725,8271980.941,53300000,8443419.053,NA,14500000,NA,50100000,NA,78200000,NA,380916.4336,NA,5871410.559,NA,4348323.817,NA,2847421.875,1944.376033,11500000,NA,16056.84243,16400000,6027297.173,60600000,1887726.657,2708509.921,
X83_309.1194_3.02_neg,47500000,28300000,46800000,42600000,79500000,98400000,41500000,38200000,1.02E+08,1.51E+08,1.03E+08,72500000,64400000,1.56E+08,86100000,1.28E+08,83900000,1.49E+08,1.07E+08,97500000,1.27E+08,65900000,85100000,63200000,93900000,20400000,1.15E+08,1.12E+08,1.25E+08,56900000,1.32E+08,97900000,1.18E+08,60100000,89600000,60600000,1.37E+08,99500000,1.47E+08,1.51E+08,6.70E+07,99900000,1.65E+08,2024797.348,85500000,1.09E+08,1.02E+08,1101566.741,96700000,NA,97300000,NA,1.47E+08,24600000,82600000,2494.726165,56400000,NA,6.80E+07,NA,41400000,99200000,57300000,31600000,41800000,43100000,
X84_533.0939_8.09_neg,72269.56837,283764.2254,12736.76222,76438.87754,21065.3267,58200000,1275966.932,228856.6182,5325900.498,2396832.261,57600000,6706356.485,453993.4604,6670178.341,898472.3869,2529786.674,11300000,1.10E+07,4442433.45,5.90E+07,1535997.085,182929.1332,17800000,118096.8718,5042539.533,61500000,23100000,1077328.784,2162514.037,494400.5711,6013665.513,6105721.461,1.47E+09,1151103.275,51800000,2642771.527,5588073.291,1510302.059,6441189.91,6486681.926,988897.2742,17300000,3167198.539,253550.4681,318557.9181,6225296.614,19100000,160737.2217,5.70E+07,NA,1.34E+09,5481.319346,2196769.775,159271.3904,108370.8466,NA,80134.93255,NA,265473.6681,NA,416165.0037,1348582.358,681916.5054,812791.4456,252806.1169,140867.5024,
X85_493.2294_9.43_neg,95200000,8742835.659,8374355.122,6319418.253,32500000,51200000,6272676.093,16100000,81200000,14400000,52800000,1.30E+08,82200000,21500000,69600000,18800000,1.77E+08,24500000,58200000,50700000,67300000,26900000,29400000,85400000,36400000,6383246.829,8396238.715,53900000,13900000,17800000,37900000,46500000,27100000,86800000,4.60E+07,1.28E+08,64700000,9930692.073,46800000,44800000,7746146.608,10200000,2.09E+08,2229046.909,45900000,18700000,8712381.328,1842323.645,50600000,NA,22200000,NA,1.31E+08,10700000,6025510.112,NA,3982943.072,NA,35600000,NA,13800000,11600000,9672698.274,57300000,9033629.785,8241371.603,
X87_457.1846_8.68_neg,66900000,21200000,17200000,3625683.693,22200000,28700000,27700000,44700000,3.90E+07,21400000,37800000,23600000,26900000,19200000,19400000,21700000,36600000,43500000,52900000,36600000,20600000,31700000,24600000,32400000,37700000,9193398.534,16700000,22700000,26200000,16900000,45800000,40400000,35300000,20300000,38300000,35700000,47500000,18200000,48900000,4.50E+07,12600000,28600000,61100000,548296.8733,12700000,16200000,22300000,638031.1367,39800000,NA,38300000,NA,35200000,39700000,19800000,2026.185337,15500000,NA,7440534.255,NA,19400000,29200000,27300000,27900000,2.80E+07,26600000,
X88_325.0930_5.10_neg,69900000,22500000,45100000,1.01E+08,64700000,7.90E+07,20100000,55800000,85600000,1.35E+08,78100000,45700000,42400000,81900000,36600000,99100000,5.70E+07,1.30E+08,92600000,79700000,6.20E+07,34800000,94400000,36700000,7.10E+07,21200000,5.90E+07,30400000,78100000,66600000,1.15E+08,96800000,4.60E+07,30500000,70500000,48200000,1.20E+08,69900000,1.13E+08,1.07E+08,94200000,48300000,77300000,4439298.056,53200000,65100000,51300000,3740654.647,78200000,NA,37900000,NA,70100000,38700000,4.40E+07,NA,30300000,NA,43300000,NA,46800000,1.12E+08,1.50E+08,16400000,1.64E+08,81800000,
X93_378.9764_6.81_neg,NA,4776.890215,10154.21536,8742.963721,22686.94934,63300000,19700000,10272.48921,1.07E+08,17902.28146,63800000,58400000,103033.2689,108695.436,157705.1231,NA,69400000,NA,1.63E+08,63300000,37400000,NA,291085.9561,64949.29031,1.51E+08,4.30E+07,45300000,84907.30076,1.22E+08,21894.65684,55505.14082,9.90E+07,36100000,7125250.875,63400000,82800000,1.16E+08,26342.55923,NA,14870.39147,NA,59900000,51800000,1083503.836,88700000,88594.03781,52300000,835377.5309,66800000,NA,30500000,NA,46800000,NA,1.34E+08,2180.112444,1.15E+08,NA,87300000,NA,8884.560615,99505.59573,25823.4663,21400000,32264.75376,175083.593,
X95_403.1974_10.86_neg,5.70E+07,1.70E+07,7808902.488,7846068.953,52700000,51100000,6410816.103,23600000,24400000,23600000,53200000,1.33E+08,72400000,36600000,72700000,51700000,1.55E+08,34700000,82100000,50700000,52300000,33100000,6.50E+07,65500000,60200000,34100000,87800000,54600000,3.60E+07,17500000,46900000,20800000,30100000,74600000,44800000,54400000,17100000,27600000,63500000,47800000,17900000,64900000,1.45E+08,3027715.512,28700000,49300000,82600000,2331525.853,50500000,3490.996377,23400000,NA,76200000,15600000,18100000,2547.446646,11700000,NA,22500000,2485.718599,16700000,17100000,14100000,44400000,7390054.265,1.10E+07,
X97_663.1185_6.47_neg,13500000,1.92E+08,25900000,25200000,8047454.366,7.70E+07,28405.46719,2.01E+08,24326.58621,65900000,76500000,39452.11769,8878471.135,NA,9123.159633,3.90E+07,20243.19844,69500000,6736880.769,77100000,5492119.951,NA,6342.969873,5789595.227,5323094.998,3740.805428,7967.953564,3954.823608,1031878.522,2.30E+08,6501375.198,8989.273674,NA,17447.59673,72300000,16220.69325,NA,41900000,8746064.993,6291289.951,4.50E+07,5929.295332,15600000,NA,64900000,NA,7368.390732,NA,76400000,NA,9070.32627,NA,1.00E+07,1.67E+08,48700000,3170.24693,36200000,2301.598523,56800000,NA,71400000,51500000,35200000,8378.934478,11300000,31600000,
