,41_neg.mzXML.filtered,54_neg.mzXML.filtered,28_neg.mzXML.filtered,15_neg.mzXML.filtered,2_neg.mzXML.filtered,5_neg.mzXML.filtered,9_neg.mzXML.filtered,7_neg.mzXML.filtered,16_neg.mzXML.filtered,3_neg.mzXML.filtered,6_neg.mzXML.filtered,17_neg.mzXML.filtered,8_neg.mzXML.filtered,12_neg.mzXML.filtered,13_neg.mzXML.filtered,11_neg.mzXML.filtered,14_neg.mzXML.filtered,4_neg.mzXML.filtered,23_neg.mzXML.filtered,21_neg.mzXML.filtered,19_neg.mzXML.filtered,10_neg.mzXML.filtered,33_neg.mzXML.filtered,24_neg.mzXML.filtered,20_neg.mzXML.filtered,31_neg.mzXML.filtered,18_neg.mzXML.filtered,32_neg.mzXML.filtered,22_neg.mzXML.filtered,35_neg.mzXML.filtered,25_neg.mzXML.filtered,44_neg.mzXML.filtered,26_neg.mzXML.filtered,55_neg.mzXML.filtered,27_neg.mzXML.filtered,30_neg.mzXML.filtered,34_neg.mzXML.filtered,40_neg.mzXML.filtered,39_neg.mzXML.filtered,42_neg.mzXML.filtered,43_neg.mzXML.filtered,53_neg.mzXML.filtered,57_neg.mzXML.filtered,29_neg.mzXML.filtered,37_neg.mzXML.filtered,60_neg.mzXML.filtered,62_neg.mzXML.filtered,50_neg.mzXML.filtered,47_neg.mzXML.filtered,59_neg.mzXML.filtered,61_neg.mzXML.filtered,64_neg.mzXML.filtered,48_neg.mzXML.filtered,51_neg.mzXML.filtered,52_neg.mzXML.filtered,38_neg.mzXML.filtered,36_neg.mzXML.filtered,56_neg.mzXML.filtered,63_neg.mzXML.filtered,65_neg.mzXML.filtered,66_neg.mzXML.filtered,67_neg.mzXML.filtered,45_neg.mzXML.filtered,46_neg.mzXML.filtered,58_neg.mzXML.filtered,49_neg.mzXML.filtered
40/941.5125mz/12.47min,1.03E+08,1.08E+08,1.07E+08,1.15E+08,1.02E+08,818474.5951,11100000,96300000,87400000,849764.9153,9410955.827,46400000,1.10E+07,18100000,4651560.108,3.20E+07,203497.3612,1970519.476,3126790.127,1609889.929,33300000,2349579.38,46500000,90300000,2.66E+08,660715.2874,4.32E+08,50300000,30400000,1750421.099,2.17E+08,23600000,12600000,17887.07855,1.62E+08,33100000,5769183.338,1.00E+08,2.57E+08,87800000,1.70E+08,787575.8321,10637.62488,2118708.555,91700000,30340.38299,9631.685068,4468480.343,89800000,2.60E+07,6640074.148,4445.783203,12500000,23300000,10900000,2.16E+08,81800000,1714657.893,4375389.449,72400000,27600000,66900000,2.87E+08,2.29E+08,8512503.142,13500000
41/623.0897mz/4.21min,1.32E+08,1.56E+08,1.65E+08,1.70E+08,1.54E+08,12300000,20800000,,,4.00E+07,162631.6551,2.35E+08,1.47E+08,5.62E+08,1.03E+09,1.86E+08,1.26E+08,13700000,46400000,44400000,3.48E+08,2.49E+08,781094.3795,1.51E+08,,20800000,,,9084269.885,24700000,,4.56E+08,3.00E+08,,4555.941636,84400000,1265436.98,,4116.284638,,,8734932.127,,4207003.922,1.49E+09,,,2.33E+09,3.92E+08,68200000,54620.51989,,687228.636,15600000,753548.4881,1.16E+09,,10200000,1.79E+09,8.37E+08,1.19E+08,5.13E+08,1.23E+09,7.25E+08,6854678.593,13700000
43/325.0637mz/5.41min,2.07E+08,2.30E+08,2.37E+08,2.39E+08,2.34E+08,52100000,3.46E+08,1227824.742,569539.1607,2.01E+08,88600000,3.78E+08,3.23E+08,2.34E+08,3.34E+08,4.31E+08,5.33E+08,55400000,2.32E+08,2.84E+08,2.80E+08,9.44E+08,16100000,1.94E+08,4348834.209,2.17E+08,7923685.892,7133819.928,1.58E+08,2.12E+08,6082660.687,1.88E+08,3.27E+08,,16300000,3.32E+08,25600000,698936.3719,5805669.384,5616971.242,8568737.259,43500000,,69700000,4.18E+08,1967.168774,,5.38E+08,2.69E+08,2.17E+08,57100000,2474.082766,24500000,1.89E+08,23400000,7.06E+08,3940918.38,44900000,3.97E+08,4.30E+08,3.36E+08,4.39E+08,7.34E+08,5.49E+08,91600000,1.33E+08
45/439.1821mz/6.40min,1.03E+08,1.13E+08,1.16E+08,1.17E+08,1.18E+08,3732964.787,13400000,8603460.59,1.10E+07,11700000,5879547.084,17300000,9521760.182,4812197.83,3868353.989,4862775.937,8565048.139,2924169.735,1.98E+08,1.13E+08,72500000,1.01E+08,33600000,1.33E+08,63200000,6.40E+07,2.79E+08,87900000,1.33E+08,1.52E+08,89900000,74200000,1.51E+08,,1.38E+08,3.08E+08,52200000,1.59E+08,1.26E+08,38500000,1.23E+08,3137713.015,,1.17E+08,58100000,2179.52045,,1.54E+08,1.58E+08,11800000,3866506.359,1897.241755,57600000,1.31E+08,53300000,2.45E+08,55900000,2462082.097,1.22E+08,38500000,43200000,89800000,2.37E+08,2.04E+08,2.13E+08,3.14E+08
47/431.1924mz/5.85min,1.29E+08,1.40E+08,1.42E+08,1.46E+08,1.47E+08,1799108.589,2.06E+08,3887001.002,1381258.793,2.33E+08,25200000,98400000,1.10E+08,62200000,59600000,96700000,1.16E+08,57200000,2.12E+08,9.80E+07,3.63E+08,85900000,1.11E+08,2.98E+08,1.80E+07,82700000,6748466.64,2.35E+08,4.80E+07,2.16E+08,20900000,1.92E+08,5.20E+08,,1.74E+08,32600000,2.64E+08,1.22E+08,10100000,3360654.008,8648672.285,1438747.343,,1.12E+08,3.39E+08,5027.065866,,26100000,1.11E+08,63300000,17500000,,2.26E+08,31100000,2.46E+08,2.10E+08,3.96E+08,50500000,24100000,2.26E+08,3.08E+08,1.31E+08,3.05E+08,3.09E+08,1.33E+08,1.57E+08
48/119.0490mz/7.00min,1.46E+08,1.66E+08,1.60E+08,1.59E+08,1.72E+08,2312846.313,190829.3855,58600000,56600000,25185.54189,4.82E+08,262139.4469,561546.3409,103260.2048,93066.95607,390850.1577,70785.89789,89700000,826216.8311,497885.1343,143838.4511,157615.5841,1.21E+08,50221.71469,1.52E+08,768682.668,2.47E+08,6.46E+08,1355272.802,231294.8245,1.93E+08,114152.1183,,14332.24791,8.06E+08,2725384.746,1.26E+08,23200000,2.36E+08,1.57E+08,2.95E+08,2248572.626,25254.1255,1.05E+08,327453.1841,23707.9701,22808.69694,1.20E+08,93925.42744,274656.1334,3.69E+08,13561.98377,1.99E+08,2224546.85,1.62E+08,74014.47797,5.70E+08,78100000,1.08E+08,411828.0902,541413.89,374209.9533,92206.73766,117055.0392,1.24E+08,1.45E+08
50/581.0905mz/6.81min,1.06E+08,1.15E+08,1.10E+08,1.15E+08,1.18E+08,207484.1561,5400.71625,26800000,24600000,29195.87288,3.51E+08,,,,,,,48800000,32314.01307,,,,73700000,,1.03E+08,,2.71E+08,3.95E+08,12717.27141,,1.20E+08,4643.424404,,,4.41E+08,,68500000,7085128.137,2.34E+08,1.77E+08,2.72E+08,138565.9181,,56200000,69629.09364,,,2.21E+08,,3877.42333,2.78E+08,,1.04E+08,,82300000,,3.01E+08,41700000,1.93E+08,5205.485332,,,,9339.360908,74900000,94500000
51/889.2051mz/6.83min,97600000,1.12E+08,1.09E+08,1.10E+08,1.11E+08,470288.6203,148593.3591,57800000,1.10E+08,,47500000,,10351.28566,9061.155469,,,5176.16797,51100000,940031.8564,43538.62535,72068.10137,,31800000,,1.01E+08,42220.22146,4.91E+08,1.08E+08,256344.7853,665293.8516,1.41E+08,11016.13852,,,1.23E+08,4592006.243,30800000,13400000,3.30E+08,2.43E+08,4.67E+08,384599.9334,,4392090.739,,,2586.903157,8.90E+07,22959.77426,,28200000,,50200000,332463.959,35900000,,25200000,39600000,62300000,3537.286358,238834.1923,21318.74133,,,10700000,22400000
52/179.0344mz/4.21min,1.77E+08,1.95E+08,1.97E+08,2.09E+08,1.98E+08,51500000,79800000,96530.41427,58394.27405,1.04E+08,8961743.374,2.16E+08,1.68E+08,3.73E+08,4.62E+08,1.87E+08,1.62E+08,55900000,1.13E+08,1.07E+08,2.86E+08,2.59E+08,14100000,2.06E+08,113410.2717,76900000,498410.633,213732.3157,53300000,80100000,188780.6587,3.28E+08,3.04E+08,33119.33544,340357.6551,1.52E+08,18900000,79659.50558,174965.7556,626803.8495,264248.2151,42700000,25437.85968,34200000,5.50E+08,28005.01315,27009.75499,7.32E+08,3.00E+08,1.37E+08,5522053.381,20063.29222,15800000,62500000,14800000,4.97E+08,60907.99964,51800000,6.16E+08,4.00E+08,1.90E+08,3.18E+08,5.12E+08,4.12E+08,48100000,68500000
53/1154.6938mz/7.67min,68200000,8.10E+07,73400000,76600000,73500000,,,26600000,31700000,,,,,7479.75835,20022.07365,,13791.99762,,,,1698705.143,,69200000,326846.3372,2.94E+08,,4.43E+08,3.54E+08,,,3.53E+08,2826323.194,11500000,,3.06E+08,28482.3128,22200000,,3.74E+08,4.30E+08,4.44E+08,,,,,,,203213.9816,,,,,26800000,,21900000,,2812643.725,,128499.1068,,321096.1652,,,,,
54/135.0441mz/4.22min,1.68E+08,1.74E+08,1.85E+08,1.96E+08,1.89E+08,51100000,72800000,135479.2818,180020.8437,1.09E+08,8931548.144,2.08E+08,1.54E+08,3.61E+08,4.67E+08,1.86E+08,1.51E+08,53700000,1.10E+08,1.01E+08,2.63E+08,2.51E+08,13800000,1.92E+08,151724.3358,67800000,128924.6133,315627.8109,49800000,73800000,260905.1606,3.02E+08,2.74E+08,39800.86785,579067.014,1.36E+08,16800000,202302.9687,177381.126,437335.9402,761889.2272,39100000,74578.97329,32200000,5.24E+08,75861.59854,70777.37907,6.98E+08,2.64E+08,1.21E+08,5303841.693,104512.2249,14600000,56400000,13400000,4.75E+08,134578.9434,43300000,5.75E+08,3.85E+08,1.79E+08,2.93E+08,4.87E+08,3.80E+08,43200000,63600000
56/859.1944mz/7.01min,92200000,1.07E+08,1.00E+08,1.02E+08,1.06E+08,,57578.17627,30215.17164,,,30300000,,9844.314724,,,,,32232.14459,,,,,2693843.72,,1529000.35,,110163.6858,2.04E+08,,,2158252.815,,25152.10641,,2.32E+08,,2067943.965,3561.795498,231517.177,456431.7009,248320.4182,,,4225089.348,,,,14600000,,,21200000,2824.134792,2608351.708,,2195188.58,4287451.064,51100000,21508.18541,12200000,,48093.07008,,447856.4618,1076399.941,7270347.24,9690017.2
58/487.2543mz/12.23min,61300000,62500000,65100000,66600000,70200000,889270.4358,3029415.61,820767.8506,2847616.426,5678353.505,1477972.342,5218507.6,4594873.409,1593733.619,2969669.467,1773053.461,12900000,5505134.184,81900000,1.06E+08,65100000,40600000,99200000,1.49E+08,19100000,71900000,39900000,55700000,1.63E+08,70800000,29300000,94300000,73600000,6719.288225,62200000,1.13E+08,69200000,68700000,53400000,3298051.531,21600000,709351.0935,,7300364.061,12200000,,,11200000,1.03E+08,3495765.422,926116.7032,3748.48834,43700000,1.22E+08,5.50E+07,2.15E+08,1.03E+08,4066906.218,8634601.383,6987276.345,33800000,57300000,1.88E+08,1.59E+08,13600000,19800000
60/447.1549mz/5.60min,94900000,1.04E+08,1.06E+08,1.07E+08,1.09E+08,14963.70625,68400000,21700000,18300000,6.30E+07,26600000,72200000,50300000,53100000,32200000,57700000,66800000,43500000,1.73E+08,1.80E+08,3.80E+08,45500000,36400000,2.62E+08,45800000,1.33E+08,40900000,1.01E+08,731928.0568,1.60E+08,6.20E+07,2.46E+08,3.61E+08,,1.64E+08,249097.466,1.25E+08,9.90E+07,48400000,2.90E+07,45200000,7153.791636,,1.26E+08,91400000,3173.243628,1897.283364,237212.5641,1.61E+08,46600000,17600000,,1.25E+08,352111.0132,1.19E+08,656082.1616,2.99E+08,35700000,240779.8796,76300000,2.32E+08,1.19E+08,709926.7441,718630.7114,1.79E+08,2.34E+08
63/433.2083mz/6.33min,78700000,84700000,86700000,87600000,89400000,2414457.904,45700000,2648628.446,2154578.651,56200000,24800000,38500000,59100000,1.26E+08,2.13E+08,21700000,1.63E+08,96800000,24700000,1.59E+08,78600000,45700000,9234966.368,1.24E+08,5768025.508,1.58E+08,4856393.11,62700000,1.83E+08,2.60E+07,7189122.421,1.72E+08,4.40E+07,,84100000,1.79E+08,99100000,27500000,5605368.624,4998608.933,4874209.452,1933588.443,,1.41E+08,52300000,4823.926956,,16300000,1.86E+08,24200000,17300000,,1.29E+08,1.18E+08,1.09E+08,64400000,1.06E+08,81300000,13100000,38300000,64100000,1.39E+08,95300000,77200000,1.54E+08,1.68E+08
64/987.5184mz/12.47min,57900000,60800000,57600000,60500000,52200000,415634.9874,5906565.015,52400000,48900000,398025.6025,5123250.323,25600000,5777857.183,9749556.362,2435631.423,16900000,85191.9982,986261.6713,1715501.808,838377.3233,18700000,1213913.542,26400000,51900000,1.52E+08,157723.7528,2.41E+08,28900000,15500000,959688.2356,1.27E+08,13800000,7061769.069,11743.39436,95400000,17300000,3208216.889,52200000,1.52E+08,50200000,99700000,404732.3634,11432.87302,1142144.351,49800000,,7841.094639,2539304.175,53400000,14900000,3810519.616,4604.949829,7277384.278,12600000,6464826.338,1.05E+08,4.70E+07,915758.5437,2499990.882,4.10E+07,16300000,38700000,1.42E+08,1.13E+08,4710356.011,7717326.716
66/925.5178mz/12.66min,71500000,7.50E+07,73800000,77200000,73400000,1551166.568,4335937.392,43400000,46700000,1635292.711,25700000,26400000,3276493.866,6785073.879,1834518.396,16600000,669474.7263,18800000,11900000,21400000,15100000,5139480.322,4282486.865,41100000,1.28E+08,13300000,2.10E+08,32400000,1.50E+07,5518688.071,1.13E+08,10200000,74900000,18381.41156,1.04E+08,1.50E+07,463235.4673,5377037.256,1.34E+08,5.00E+07,8.30E+07,1494363.001,,56700000,37900000,10941.86974,21883.39548,51700000,42900000,15800000,18600000,10336.19596,941031.8223,13800000,984529.771,1.21E+08,62900000,17700000,52100000,36200000,14200000,38400000,1.39E+08,1.25E+08,1.03E+08,1.23E+08
67/193.0494mz/7.21min,77100000,83100000,84300000,83800000,8.40E+07,3122033.994,112295.7676,4.30E+07,59900000,421658.1029,67600000,115520.8454,160705.2473,352474.3878,336558.5454,222590.1262,1167590.298,95100000,911611.6368,1470135.736,429136.273,1264543.9,80100000,110610.5454,1.65E+08,1404200.164,1.89E+08,1.25E+08,1609953.096,1190601.445,2.16E+08,352991.4059,145273.7192,5823.510718,1.90E+08,2911223.83,2.31E+08,2.44E+08,1.98E+08,1.54E+08,2.18E+08,2541838.67,8522.52026,2.22E+08,159638.3087,14039.2383,8782.153615,1.25E+08,105117.6733,113134.4911,46400000,5552.235117,2.10E+08,2352860.531,2.11E+08,1178953.045,3.22E+08,84600000,1.01E+08,253478.2813,152944.9642,233096.1383,232437.576,652075.3701,2.41E+08,2.65E+08
68/463.0886mz/7.09min,54300000,6.00E+07,57400000,59100000,62300000,3819178.722,29700000,2512340.203,12800000,8678197.898,4177704.662,61500000,28800000,17800000,11900000,62700000,8273773.484,24900000,5380249.618,9518600.788,1.33E+08,28200000,39700000,29300000,37500000,3521289.711,68900000,69400000,13400000,5894034.155,44500000,25500000,56300000,9595.933832,49200000,38800000,29400000,1991480.407,1.17E+08,30400000,1.25E+08,3314106.625,2461.082095,3661662.374,1.68E+09,7471.558627,2118.430554,36700000,97600000,41800000,3314269.354,2486.022832,28700000,11700000,27600000,5173433.361,12300000,26800000,32100000,1.01E+09,94900000,79700000,6205004.831,4820057.91,9697986.965,15300000
69/149.0125mz/4.22min,1.19E+08,1.31E+08,1.35E+08,1.39E+08,1.39E+08,35600000,52900000,61058.10833,48491.43599,75200000,5969698.568,1.50E+08,1.17E+08,2.60E+08,3.40E+08,1.34E+08,1.09E+08,3.90E+07,81300000,73900000,2.00E+08,1.82E+08,9735994.519,1.42E+08,38272.28256,48700000,27897.98061,210214.3264,36200000,55700000,30112.11009,2.25E+08,2.03E+08,34149.56996,42714.88731,97200000,12300000,73848.59795,34936.11706,91097.6999,72360.29457,26900000,52682.19088,22900000,3.75E+08,55699.32517,29342.23214,4.87E+08,2.02E+08,85900000,3682719.955,42260.43472,9733364.688,41900000,9617170.223,3.36E+08,52007.96488,33100000,4.11E+08,2.66E+08,1.26E+08,2.16E+08,3.53E+08,2.68E+08,31300000,45200000
70/560.9976mz/7.68min,78900000,81700000,78100000,82800000,8.20E+07,2976.614087,2014056.26,62300000,67200000,65441.09851,3242331.297,,1269521.643,1951043.141,5701130.665,,123155.6675,49149.04389,86838.46568,120777.2031,22400000,342031.2733,77100000,1.40E+07,1.25E+08,130624.909,1.39E+08,1.29E+08,81947.65931,226668.4809,1.30E+08,25700000,47800000,,1.17E+08,135938.821,5.90E+07,74986.47148,1.27E+08,1.31E+08,1.29E+08,2761.938134,,2896902.967,3548.458755,,,9756791.062,5547363.948,,2132234.028,,60100000,132305.5221,56400000,53519.14922,28400000,59152.4925,7773728.249,,11200000,3824081.528,95102.07759,124864.1297,3962485.139,5170216.573
71/429.1768mz/7.47min,63200000,70100000,69500000,7.30E+07,73400000,294719.783,32600000,31900000,1.80E+07,76600000,31300000,28800000,3.00E+07,49700000,70200000,12900000,27200000,1.08E+08,7.20E+07,16300000,95900000,47900000,12400000,39100000,66200000,18100000,1.01E+08,67300000,48500000,53300000,70700000,70600000,64400000,,52700000,76600000,3.50E+07,44700000,99200000,1.14E+08,1.47E+08,206912.4415,,6.90E+07,1.20E+08,,,97600000,65700000,18300000,20800000,,39300000,45300000,3.60E+07,81300000,18900000,87400000,76600000,67600000,67100000,56500000,1.10E+08,1.12E+08,80600000,94100000
72/331.0665mz/3.24min,82800000,95800000,1.02E+08,1.01E+08,1.05E+08,877877.3565,7885475.471,3383332.767,2690883.268,22800000,3029238.305,9761011.44,16600000,3945446.022,5462700.373,9177442.571,90800000,38300000,1.25E+08,1.10E+08,1.09E+08,61400000,64600000,1.28E+08,26500000,86200000,35300000,66200000,1.11E+08,95100000,41200000,1.41E+08,1.91E+08,,1.61E+08,85400000,83100000,63900000,54400000,13500000,34500000,764459.5574,,1.69E+08,4.40E+07,,,32100000,1.17E+08,6004567.792,1916483.501,,75900000,1.09E+08,76600000,1.71E+08,2.62E+08,31400000,25700000,25400000,63500000,7.60E+07,1.16E+08,1.87E+08,1.94E+08,2.34E+08
73/489.0915mz/7.92min,57400000,61800000,63600000,65100000,70700000,96172.95172,4441.666934,3435.312236,51010.4988,682900.9151,69062.67946,8082.223242,6979.752275,8715.88459,8432.024216,7086.506528,508334.4766,1.79E+09,511877.8503,1029840.86,55065.16236,1269945.609,56610.06527,29583.10245,21425.83216,1662238.552,409813.3422,22710.49592,6978974.074,96069.51938,28354.17505,54931.39459,40593.54229,1961.000215,14209.57617,16100000,66450.86167,41308.86722,138517.3873,261866.7094,135820.5245,23436.83091,16149.89816,121536.527,6205.329023,3196.980571,2685.170208,265652.0198,132680.2673,13875.69686,26276.53016,5153.21042,56580.33152,5974179.986,70586.50113,142296.6996,76814.73055,1.44E+09,194387.6044,16164.60428,38523.38503,109283.5934,96695.18665,133585.9346,175988.9475,190345.6194
74/309.0607mz/7.21min,70100000,7.80E+07,77300000,76900000,77800000,2737573.063,142703.6915,38800000,54300000,73657.7008,61900000,167403.967,,140028.2564,155533.5509,157285.849,585040.1217,86200000,1986439.792,3467710.851,90894.01805,807222.9437,73600000,98968.06892,1.47E+08,3158801.237,1.76E+08,1.13E+08,1512579.305,986783.6678,1.97E+08,106047.5719,141273.3786,,1.75E+08,3121762.932,2.17E+08,2.24E+08,1.82E+08,1.41E+08,1.98E+08,2232340.485,,2.00E+08,291943.6589,,2392.962114,1.16E+08,135226.076,25322.20977,41200000,,1.97E+08,5174735.812,1.93E+08,886759.2014,3.03E+08,73900000,9.20E+07,182943.2572,239856.5842,,295938.394,88700.06197,2.18E+08,2.35E+08
75/463.2554mz/8.49min,50100000,56700000,56600000,57400000,57300000,904522.7617,8198457.013,768343.415,2164014.606,10600000,5149314.815,3736134.748,6456905.309,3819933.512,8764229.063,4944023.456,46900000,11400000,63600000,52300000,74100000,22200000,17700000,92100000,8618940.153,42500000,1.20E+07,52300000,1.54E+08,52700000,10800000,61800000,87300000,,81100000,1.12E+08,40700000,60800000,16200000,1184278,8977227.57,740326.3129,,3317860.033,26500000,,,16400000,71600000,2318215.672,3325168.876,,42600000,1.19E+08,39200000,1.97E+08,86700000,9709183.429,12700000,16600000,41100000,41800000,2.40E+08,2.23E+08,6076896.961,8632915.645
76/489.1031mz/8.09min,58200000,6.20E+07,65200000,66700000,70900000,247874.1067,173629.2632,889492.2458,1310340.512,273614.5335,52431.33244,136260.5587,302356.1023,18802.96831,82658.21024,346947.2802,1807312.787,1.77E+09,589625.7827,1187738.212,2729822.703,828296.0836,69400000,2992249.508,7573607.187,853345.2377,6205367.54,5862395.138,7189417.581,799753.8725,12400000,1515766.819,12400000,,4919368.959,19100000,25900000,1247801.154,6949464.029,2962382.263,6372828.941,180195.4197,17054.42247,1695875.227,689753.5282,,,405442.4939,981432.2735,184975.0136,23264.38668,,18900000,6459207.994,21200000,6908713.503,2476165.307,1.50E+09,311750.8337,379569.1952,1413030.047,707988.3396,7124516.634,7392182.303,2394963.156,3533908.736
77/593.1217mz/7.00min,64100000,66500000,68300000,66100000,73500000,,9551593.817,,,,4464549.796,53636.13094,6283527.625,11400000,41300000,72986.24328,,70088.33619,31513.88096,6308000.735,82600000,,,46800000,,,426725.6734,3.57E+08,,,,92700000,90900000,10001.44389,2.99E+08,,,44392.53438,256529.7679,,278287.032,,3291.363838,15800000,3403975.871,27225.33,4876.299668,22800000,21700000,35104.41683,3318507.463,11944.9401,,12339.77807,,1418728.649,59800000,44091.74134,19900000,2145612.147,48900000,18100000,1297925.858,1545012.098,21700000,29100000
82/285.0397mz/7.67min,73600000,78200000,77800000,80900000,87600000,,2708509.921,60600000,63300000,,4348323.817,,1887726.657,2628626.868,7958291.604,3287.552771,,571564.6436,,11636.80014,26600000,,70100000,19600000,1.34E+08,,1.68E+08,1.33E+08,7735.930283,99656.6686,1.44E+08,28100000,44800000,,1.31E+08,9739.707803,5.50E+07,97256.69794,1.46E+08,1.53E+08,1.60E+08,,,4088744.411,14434.10528,,1944.376033,14500000,8271980.941,,2847421.875,,53300000,,50100000,408110.5402,29100000,380916.4336,11500000,16056.84243,16400000,6027297.173,445504.8912,237770.9725,5871410.559,8443419.053
83/309.1194mz/3.02min,89600000,96700000,97500000,98400000,1.03E+08,2024797.348,43100000,31600000,41500000,65900000,82600000,38200000,41800000,46800000,42600000,28300000,79500000,1.18E+08,86100000,64400000,1.51E+08,47500000,20400000,1.28E+08,72500000,63200000,1.02E+08,93900000,1.56E+08,1.12E+08,83900000,99500000,1.49E+08,,1.07E+08,85100000,1.15E+08,60100000,97900000,60600000,1.37E+08,1101566.741,,1.27E+08,56900000,2494.726165,,85500000,6.70E+07,24600000,56400000,,99900000,1.09E+08,1.02E+08,1.32E+08,1.25E+08,97300000,6.80E+07,41400000,99200000,57300000,1.47E+08,1.51E+08,1.47E+08,1.65E+08
84/533.0939mz/8.09min,51800000,5.70E+07,5.90E+07,58200000,57600000,253550.4681,140867.5024,812791.4456,1275966.932,182929.1332,108370.8466,228856.6182,252806.1169,12736.76222,76438.87754,283764.2254,21065.3267,1.47E+09,898472.3869,453993.4604,2396832.261,72269.56837,61500000,2529786.674,6706356.485,118096.8718,5325900.498,5042539.533,6670178.341,1077328.784,11300000,1510302.059,1.10E+07,,4442433.45,17800000,23100000,1151103.275,6105721.461,2642771.527,5588073.291,160737.2217,5481.319346,1535997.085,494400.5711,,,318557.9181,988897.2742,159271.3904,80134.93255,,17300000,6225296.614,19100000,6013665.513,2162514.037,1.34E+09,265473.6681,416165.0037,1348582.358,681916.5054,6441189.91,6486681.926,2196769.775,3167198.539
85/493.2294mz/9.43min,4.60E+07,50600000,50700000,51200000,52800000,2229046.909,8241371.603,57300000,6272676.093,26900000,6025510.112,16100000,9033629.785,8374355.122,6319418.253,8742835.659,32500000,27100000,69600000,82200000,14400000,95200000,6383246.829,18800000,1.30E+08,85400000,81200000,36400000,21500000,53900000,1.77E+08,9930692.073,24500000,,58200000,29400000,8396238.715,86800000,46500000,1.28E+08,64700000,1842323.645,,67300000,17800000,,,45900000,7746146.608,10700000,3982943.072,,10200000,18700000,8712381.328,37900000,13900000,22200000,35600000,13800000,11600000,9672698.274,46800000,44800000,1.31E+08,2.09E+08
87/457.1846mz/8.68min,38300000,39800000,36600000,28700000,37800000,548296.8733,26600000,27900000,27700000,31700000,19800000,44700000,2.80E+07,17200000,3625683.693,21200000,22200000,35300000,19400000,26900000,21400000,66900000,9193398.534,21700000,23600000,32400000,3.90E+07,37700000,19200000,22700000,36600000,18200000,43500000,,52900000,24600000,16700000,20300000,40400000,35700000,47500000,638031.1367,,20600000,16900000,2026.185337,,12700000,12600000,39700000,15500000,,28600000,16200000,22300000,45800000,26200000,38300000,7440534.255,19400000,29200000,27300000,48900000,4.50E+07,35200000,61100000
88/325.0930mz/5.10min,70500000,78200000,79700000,7.90E+07,78100000,4439298.056,81800000,16400000,20100000,34800000,4.40E+07,55800000,1.64E+08,45100000,1.01E+08,22500000,64700000,4.60E+07,36600000,42400000,1.35E+08,69900000,21200000,99100000,45700000,36700000,85600000,7.10E+07,81900000,30400000,5.70E+07,69900000,1.30E+08,,92600000,94400000,5.90E+07,30500000,96800000,48200000,1.20E+08,3740654.647,,6.20E+07,66600000,,,53200000,94200000,38700000,30300000,,48300000,65100000,51300000,1.15E+08,78100000,37900000,43300000,46800000,1.12E+08,1.50E+08,1.13E+08,1.07E+08,70100000,77300000
93/378.9764mz/6.81min,63400000,66800000,63300000,63300000,63800000,1083503.836,175083.593,21400000,19700000,,1.34E+08,10272.48921,32264.75376,10154.21536,8742.963721,4776.890215,22686.94934,36100000,157705.1231,103033.2689,17902.28146,,4.30E+07,,58400000,64949.29031,1.07E+08,1.51E+08,108695.436,84907.30076,69400000,26342.55923,,,1.63E+08,291085.9561,45300000,7125250.875,9.90E+07,82800000,1.16E+08,835377.5309,,37400000,21894.65684,2180.112444,,88700000,,,1.15E+08,,59900000,88594.03781,52300000,55505.14082,1.22E+08,30500000,87300000,8884.560615,99505.59573,25823.4663,,14870.39147,46800000,51800000
95/403.1974mz/10.86min,44800000,50500000,50700000,51100000,53200000,3027715.512,1.10E+07,44400000,6410816.103,33100000,18100000,23600000,7390054.265,7808902.488,7846068.953,1.70E+07,52700000,30100000,72700000,72400000,23600000,5.70E+07,34100000,51700000,1.33E+08,65500000,24400000,60200000,36600000,54600000,1.55E+08,27600000,34700000,3490.996377,82100000,6.50E+07,87800000,74600000,20800000,54400000,17100000,2331525.853,,52300000,17500000,2547.446646,,28700000,17900000,15600000,11700000,2485.718599,64900000,49300000,82600000,46900000,3.60E+07,23400000,22500000,16700000,17100000,14100000,63500000,47800000,76200000,1.45E+08
97/663.1185mz/6.47min,72300000,76400000,77100000,7.70E+07,76500000,,31600000,8378.934478,28405.46719,,48700000,2.01E+08,11300000,25900000,25200000,1.92E+08,8047454.366,,9123.159633,8878471.135,65900000,13500000,3740.805428,3.90E+07,39452.11769,5789595.227,24326.58621,5323094.998,,3954.823608,20243.19844,41900000,69500000,,6736880.769,6342.969873,7967.953564,17447.59673,8989.273674,16220.69325,,,,5492119.951,2.30E+08,3170.24693,2301.598523,64900000,4.50E+07,1.67E+08,36200000,,5929.295332,,7368.390732,6501375.198,1031878.522,9070.32627,56800000,71400000,51500000,35200000,8746064.993,6291289.951,1.00E+07,15600000
