,41_neg.mzXML.filtered,54_neg.mzXML.filtered,28_neg.mzXML.filtered,15_neg.mzXML.filtered,2_neg.mzXML.filtered,5_neg.mzXML.filtered,9_neg.mzXML.filtered,7_neg.mzXML.filtered,16_neg.mzXML.filtered,3_neg.mzXML.filtered,6_neg.mzXML.filtered,17_neg.mzXML.filtered,8_neg.mzXML.filtered,12_neg.mzXML.filtered,13_neg.mzXML.filtered,11_neg.mzXML.filtered,14_neg.mzXML.filtered,4_neg.mzXML.filtered,23_neg.mzXML.filtered,21_neg.mzXML.filtered,19_neg.mzXML.filtered,10_neg.mzXML.filtered,33_neg.mzXML.filtered,24_neg.mzXML.filtered,20_neg.mzXML.filtered,31_neg.mzXML.filtered,18_neg.mzXML.filtered,32_neg.mzXML.filtered,22_neg.mzXML.filtered,35_neg.mzXML.filtered,25_neg.mzXML.filtered,44_neg.mzXML.filtered,26_neg.mzXML.filtered,55_neg.mzXML.filtered,27_neg.mzXML.filtered,30_neg.mzXML.filtered,34_neg.mzXML.filtered,40_neg.mzXML.filtered,39_neg.mzXML.filtered,42_neg.mzXML.filtered,43_neg.mzXML.filtered,53_neg.mzXML.filtered,57_neg.mzXML.filtered,29_neg.mzXML.filtered,37_neg.mzXML.filtered,60_neg.mzXML.filtered,62_neg.mzXML.filtered,50_neg.mzXML.filtered,47_neg.mzXML.filtered,59_neg.mzXML.filtered,61_neg.mzXML.filtered,64_neg.mzXML.filtered,48_neg.mzXML.filtered,51_neg.mzXML.filtered,52_neg.mzXML.filtered,38_neg.mzXML.filtered,36_neg.mzXML.filtered,56_neg.mzXML.filtered,63_neg.mzXML.filtered,65_neg.mzXML.filtered,66_neg.mzXML.filtered,67_neg.mzXML.filtered,45_neg.mzXML.filtered,46_neg.mzXML.filtered,58_neg.mzXML.filtered,49_neg.mzXML.filtered
1576/519.0781mz/9.28min,1246425.499,1371241.504,1361884.869,1552479.827,1495100.377,,,249779.0836,179820.2557,4517.115249,3955.923296,,,,15359.68537,2934.626938,5690.195508,3731.812778,6800.694759,5421.716237,63891.94069,6260.642197,2151106.322,41046.08994,955316.7217,,10300000,9138144.368,,3839.648188,1216181.518,50158.66881,181434.3493,,6914570.599,,427689.734,,2706711.718,1.30E+07,4593016.361,,,8540.44333,,,,172753.1126,15839.80172,,,,476499.4325,,413097.8315,,370128.63,2945.548441,69990.00701,,33532.2916,26667.69376,,,,
1578/415.1615mz/6.40min,1503732.793,1639553.483,1735232.972,1792113.888,1804965.118,,1566291.89,1109159.741,721281.4294,1209218.383,937603.4005,554167.9089,902400.188,1183025.839,783392.1891,670614.8242,1804766.509,1316576.608,446190.2774,2377598.161,651554.1434,741247.8671,643773.1497,2321721.288,564055.5364,1498025.524,453921.7478,1680184.248,1959926.247,535250.895,507266.3675,1258457.223,1352944.559,,2563813.825,2222530.145,7852168.13,943959.2855,186171.6608,216035.1113,49882.60912,,,2688578.397,,,,,1948237.749,339198.8924,589901.2654,,5108900.727,1831558.997,6090957.022,365671.1979,4791319.018,986637.8372,15748.65864,63397.57648,1164034.761,1612321.16,500256.5392,210658.5323,2812072.18,2893634.79
1582/459.1096mz/4.42min,1690423.266,1666768.973,1871157.376,1812189.352,1941888.596,365910.6493,2139470.724,2118726.598,1280351.341,2712083.499,2171127.671,2827963.688,2101982.464,1170622.209,1560036.531,1817790.269,2351525.483,899650.6578,1507825.44,1524689.608,1350898.883,3404507.469,260049.9131,1141390.533,1241707.017,1472113.894,2158790.151,1106639.974,1345821.463,1427194.69,1341422.127,1469817.029,1333813.307,,2404815.217,1229648.772,1704579.733,922428.8517,1206860.729,2954254.54,1878536.563,301761.379,,1249371.404,2045107.293,,,2042386.293,1880537.946,2049683.293,1610242.726,,1823024.922,1025792.823,1434516.946,1266140.071,1062962.812,729212.6416,1897746.647,2057968.687,1962153.858,2237966.379,1296883.254,1241214.832,1722839.479,1867891.727
1584/403.1151mz/8.04min,1703952.29,2117715.501,1977637.941,2022954.188,2150114.089,226098.6531,1549029.899,1454966.444,1226153.554,2292698.407,1929461.935,1657311.565,1371642.231,1898915.869,2421426.125,1686619.726,3070738.405,4024933.247,2111847.175,1942277.95,1745479.103,4364793.397,495286.3518,1336823.445,1654653.667,1828113.645,1420021.667,628834.931,2383194.02,1694492.261,2165231.941,1299084.051,1538510.005,,1148920.915,3410615.745,1162620.034,455224.5727,1438401.771,2138866.201,1879876.616,104081.3792,,1902459.771,1912569.954,,,2280307.142,1355034.249,1360341.926,1336207.05,,1111792.62,2801587.319,1111378.223,1944327.463,1448474.936,3207143.277,1747857.035,1790784.264,1770537.011,1974138.874,1969244.455,1928179.829,2192096.601,2588256.094
1585/417.2445mz/9.02min,2144044.572,2348567.977,2390232.876,2520915.382,2601987.271,34812.26544,326669.5861,109456.786,77367.93156,466753.9658,244600.2658,129180.5972,300502.6248,409742.603,565556.689,199615.034,2246009.122,527065.3287,4122743.81,3409273.344,2095905.137,994019.3254,942002.636,3603014.259,451199.5865,2565251.21,454694.0505,1300462.022,7300338.51,3421332.074,609543.7266,1949449.746,3141222.607,,2087416.218,5502250.12,3044109.576,4243891.431,452174.8071,409516.8413,231187.3891,5646.267642,,207231.1213,1232912.753,,,655913.7392,1907713.498,48727.96711,73828.33259,,3193947.582,5734499.785,2951306.844,7037828.242,1460073.291,419292.8728,434284.149,785982.4588,1325041.514,1255976.349,7278721.677,7250015.057,272522.838,591129.7679
1588/371.1428mz/8.36min,1417322.844,1646034.181,1274901.93,1324067.861,965396.9315,,122391.4884,198304.7653,241546.8107,722793.4338,299943.9107,44720.52932,43508.71244,91423.47103,92517.9531,51187.00872,30837.70329,20457.18738,2192289.455,707261.5227,280741.9449,30139.6552,346086.0001,375231.8609,1721498.874,343381.0538,2076854.573,1194035.649,1267618.351,3429725.32,1571504.638,39889.12573,446935.007,,942677.8964,1545757.602,1084443.254,4891905.58,3844671.508,4875345.419,3338993.439,,,2745268.965,57257.49375,,,129628.2977,91074.62353,52590.29839,175001.2615,,449783.5825,1733462.963,867382.5402,2166734.14,913085.6759,17424.23629,111480.9204,73177.06576,123021.1013,204709.9664,5030197.152,3126282.243,3501154.192,3044542.897
1589/261.0412mz/8.99min,1598726.08,1846576.969,1752940.312,1819681.196,1796311.86,2927.319272,,74045.54963,163322.9047,,2267116.54,,3386.404775,,,,,595000.9825,,,,6238.279893,3249193.833,3977.474277,368547.5298,4660.893521,5392325.378,15400000,,3240.792876,521415.0717,,5759.390244,,25700000,6968.438701,1099795.419,246780.4899,1323603.163,2580854.08,2484603.801,2806.790889,,451934.0587,,2035.914253,,2510909.646,,3220.141055,1680908.017,,1680955.339,17639.62464,1321153.347,,11700000,497486.7825,2085264.994,,,,5601.358383,,341032.1049,148759.8838
1590/391.0651mz/7.43min,1446045.291,1514238.527,1625811.208,1570273.963,1863842.515,,30902.60372,,,,5492.958267,105552.9917,129673.705,9651.831328,78155.84046,18903.97281,,184079.8081,166683.2259,801414.1741,783748.7649,130594.2821,6943630.871,3692174.37,118955.3113,475965.7573,36731.72414,1438141.577,536607.4361,359539.143,173908.3993,2406550.606,3664402.995,,3848384.181,1859403.556,524412.2457,135498.8198,126276.5388,,11411.19035,,,3837797.347,182786.2113,,,28682.72716,577850.3937,76105.83789,3476.171484,,945553.2703,357347.024,888907.4025,7054866.115,4653921.5,49103.05248,6476.744121,147550.6156,164637.4206,408175.6609,3579009.269,5385620.4,6629516.219,8931368.282
1593/677.1361mz/6.22min,1318009.155,1382676.965,1568964.031,1525384.601,1603234.575,,5015.555918,276104.2331,1712974.923,,5158.563004,3810.330937,,,19686.41965,3116.248213,,159969.555,5361.158496,6212.276191,585880.0044,,1847618.296,501800.5808,5372497.283,11407.5126,10100000,4326123.599,60035.66555,17988.55605,7341535.239,558164.3299,1186090.46,,2836930.506,50329.65858,672726.3336,12040.46092,9606598.539,3144111.775,12400000,,,24771.88292,243068.9687,2122.331177,,32476.19766,60624.97963,,,,695000.4543,32499.61184,576882.1125,186407.7935,203333.8791,131142.7509,44913.76166,86131.86969,171325.0492,27518.50723,110443.2749,198642.7714,178497.0807,238162.6996
1597/391.1148mz/5.25min,1795674.071,2126144.142,2078838.385,2292308.831,1945226.088,106116.6166,972313.6199,770378.9907,407418.4266,2049780.636,1657120.259,1710782.301,1427308.807,1176232.399,2402220.158,1009575.816,2313566.047,2691742.558,1673485.368,1802967.08,2124240.427,2329424.306,257803.3746,1590733.737,1618464.529,1747809.627,1302459.93,1601237.312,1371382.213,1758426.459,2106417.477,1281396.44,2219969.886,,3077152.21,2380466.335,1338459.971,1224315.495,1307331.073,1292420.673,1754184.354,62202.96043,,2195475.211,1696607.424,,,1964451.741,1206106.699,506811.7385,704320.5075,,1413235.919,1326365.529,1237941.183,1344129.092,2360821.044,2078503.32,1298927.105,1183730.846,1225470.229,1547650.379,1838689.526,1673479.786,2564931.033,2899526.067
1600/623.0632mz/8.09min,1350299.597,1492316.908,1469581.144,1407838.851,1406708.912,3063.752959,,11412.68502,28117.70898,7539.282305,,,,,,,8913.478922,4981201.451,10058.0705,,43308.2919,5346.527666,1870061.408,69116.23435,218952.7587,22163.92665,127412.8034,164056.5792,114112.5644,15622.84726,332629.2654,32093.45723,328943.2619,,65369.49762,282688.8141,752380.2671,16151.08175,173656.8122,25815.59376,189858.614,,,7492.570518,3892.228897,,,3878.198232,5967.7096,3744.636738,,,520953.7392,125662.1089,629079.6479,198743.6425,43429.65674,5008233.117,3341.851112,3989.836362,18891.47701,3849.812027,215303.6777,125287.6727,15514.33436,65093.70757
1605/466.1468mz/7.53min,1850404.54,2200421.723,2380602.102,2445970.595,2653216.637,,432714.464,1779716.893,492542.0926,775842.1838,189425.7477,1189771.533,450684.1894,802365.0979,429298.1275,1142917.009,4490.689468,980219.3325,427114.7385,35145.87057,1072326.784,75751.03757,2653809.095,2196721.735,1773175.88,91810.9326,1884410.676,220394.8809,3835847.44,1232025.755,1505367.123,371164.2361,5089180.125,,954623.4745,320711.1559,582946.6002,518806.6142,1200339.926,316763.6341,1043044.888,,,10700000,900340.2093,,,335558.4109,877309.3227,621669.4316,226413.8477,,1317404.316,1338902.071,906299.5739,3002442.62,6183828.882,669441.0397,287194.6245,472116.6637,777800.8888,882913.3833,6653966.778,13700000,9932957.178,10200000
1606/582.1832mz/7.61min,1416722.378,1494568.888,1607378.939,1676005.517,1723102.739,5338.59162,243608.9139,166335.1494,180417.3203,323510.5044,204380.7754,358953.9331,409080.8992,112582.1408,245702.1716,187783.9399,895941.4013,596917.5114,805817.5825,1499792.543,2442416.295,1450782.247,61597.0684,493700.5125,1228764.415,1713742.836,5606051.719,1650234.635,1463353.857,835498.3253,1734698.894,825985.2594,807396.4781,,3673374.682,2966938.743,714516.5057,193001.3499,4767330.177,2382107.475,6851776.29,,,451711.5316,2052078.459,,,1814967.397,2075212.583,78319.52038,41233.70023,,484589.2377,1595791.86,599224.0146,141392.8482,510466.7861,489944.6192,1242903.166,970106.8674,1184380.062,1748781.019,474097.8395,96623.23225,580846.694,783200.451
1608/326.1095mz/3.02min,1273245.793,1585105.931,1753833.592,1724268.381,1536042.342,,285884.2514,182822.1778,335164.396,590196.5559,946496.6685,600145.1773,248510.6155,499929.73,402190.8491,244646.135,847893.0883,2276232.39,1010796.125,870573.6516,3250266.535,594072.65,31781.95313,2042834.423,618366.4772,755241.2871,2156556.933,1048172.501,2539254.159,1598992.463,981846.3424,1482889.058,2653061.822,,2190172.107,1453694.419,1429376.284,280892.7411,1248015.554,1031894.161,2872692.647,,,1511751.113,889210.2894,,,1551056.016,936800.7664,151479.7988,261293.5887,,1111206.985,1317460.086,1029731.948,1712461.977,1632256.434,1693589.817,1291334.695,561915.7158,1783855.148,829623.9755,1845509.966,1687749.117,1798483.007,1927109.979
1613/491.2857mz/9.40min,1433433.863,1575458.364,1674155.58,1669091.301,1713520.726,4812.480972,727960.263,530544.9013,252113.6508,980808.9684,1176732.02,1047515.214,655596.0393,338647.0365,464297.7837,482248.9627,422391.1711,446758.3565,1560874.243,592543.172,2606493.395,561035.696,681199.3179,3213786.268,1244549.677,507161.0747,517592.0811,1771665.081,1714740.114,1161231.292,1482221.138,2198196.843,1851896.959,,2241415.428,1249450.031,1765856.147,550018.6234,750862.4491,554481.0205,672093.7921,13039.99375,,1566092.562,1673874.618,,,1563459.681,6534388.119,685726.8884,796216.5113,,1581155.642,1249867.889,1532460.983,3284463.047,2883027.709,390235.5965,1133266.161,1233909.379,1768700.434,3982314.552,2267057.849,2073176.375,2075681.426,2494848.745
1614/371.1253mz/9.03min,1620314.108,2030737.265,2064988.959,1799233.481,2153721.096,7229.493867,430551.6483,2138042.418,418658.0819,141174.2461,235354.1246,217846.9785,93616.53552,410628.0857,301136.2849,93197.21581,24270.09605,441958.9928,502542.5897,77461.23426,1016808.409,145436.4933,1976720.71,3969859.996,2238361.019,53016.67192,1049228.742,1138588.808,3927564.676,648441.0784,3121536.728,1104155.3,5829604.765,,460029.6107,718030.7186,902283.7689,144888.4855,1638316.001,647277.9146,1569787.294,15005.95542,,8085402.15,1276200.609,,,298117.9675,817803.4035,255658.2983,178771.9517,,1483910.853,2137222.995,1225570.52,5141315.636,1.10E+07,290803.4197,110668.2757,662776.1569,1005991.147,493742.7554,6326362.602,32700000,15700000,25400000
1619/349.1797mz/8.10min,1287192.297,1449295.732,1411449.387,1420057.709,1421593.836,217162.6562,1862451.324,1301867.064,2839666.561,3335046.544,1755002.301,4754416.401,3863556.051,1454384.977,975362.4684,4266795.85,2184811.684,1641606.507,667084.6877,287760.1093,1035115.965,8124231.68,214232.8406,478783.6749,425343.1891,217250.7009,1481921.049,425914.53,598297.0204,432307.2327,500473.3408,500313.0116,448452.2453,,1012104.925,235912.9739,418129.1585,245442.1237,768296.1432,748446.5992,980261.6398,162259.0217,,1271715.982,650170.878,,,570686.9622,613003.0958,3136862.74,1128697.702,,519093.6087,418903.1294,233786.161,422890.2827,895555.4481,1654415,436882.4773,2355941.627,1421315.31,2625462.496,523751.4297,442694.4855,1624442.813,1759753.938
1622/488.0979mz/5.41min,1716587.173,1938186.82,1947238.925,2054653.463,1706338.905,682541.2597,3384571.946,6594.74937,30811.29369,230323.3085,3028703.214,47530.98018,8066386.36,1327880.561,3072006.833,109723.8714,1273277.688,4988768.543,18938.76952,970639.1896,89670.70465,9819979.919,21926.01932,1154664.819,16462.94611,532007.4587,62439.89811,3193329.393,2347120.603,8797.386797,10208.05912,458042.6628,527524.6557,,7907507.932,3488412.284,106080.0682,179086.03,24987.78526,14960.22287,32044.353,648174.0773,,2016283.842,93141.41099,,,2577352.183,1943158.147,20266.13588,2169228.45,,70964.92736,1381603.544,40072.12195,610536.4047,5179110.213,4446765.095,2292193.125,43955.3557,1926338.132,5319957.781,202922.8042,661788.7521,3533594.696,4696333.616
1638/384.0365mz/12.51min,904642.0763,985974.681,950703.3549,993261.9904,944501.2464,,392699.7705,28293.31662,36111.76744,59114.66941,165370.0473,1320178.831,2270726.207,177554.831,522400.7559,1835368.955,8592.938598,2354077.533,781571.0376,1625677.537,223349.1692,118698.4643,252247.0641,237381.8319,91115.72462,1051918.768,2092292.204,2087989.712,250441.4283,369091.9332,131726.094,205608.4915,186619.6784,,2349025.327,1869325.599,627924.8842,268085.276,399547.8045,2704478.894,1111607.649,,,343979.7703,2119940.166,,,2492923.177,795139.2502,961279.4929,55742.9121,,460128.1711,1397964.604,467643.6548,336362.4272,1398104.466,1733613.419,1968465.32,2073941.484,339814.13,1760348.601,253416.1062,134269.5147,278226.1495,182174.1465
1640/249.0407mz/5.55min,1613468.292,1783538.207,1284837.409,1814959.501,1196157.065,,38198.97755,23268.0513,79367.2853,210894.861,23762.60755,75965.58176,57556.45141,217690.8852,260629.6226,10225.8411,12700.75487,2067329.825,2399789.927,4890789.384,463612.5286,64728.01156,236598.8448,125595.2566,535939.0745,3590505.464,1303052.467,190982.623,442829.9287,1682656.769,450008.7677,110197.8111,296344.209,,379395.0208,2101223.978,1497934.397,929447.1274,1078755.357,2193188.784,2425101.719,2317.785637,1891.748203,844245.9916,1484363.168,,,4151294.115,667644.9616,26978.24363,5824.47783,2059.876567,1688653.779,1269255.148,1297505.785,578563.0411,325813.5359,2807595.482,3802029.233,463754.6409,201132.6987,170114.3498,179753.7062,66650.46076,677637.6263,182548.9926
1642/161.0432mz/12.23min,832057.2149,940810.8093,940416.8916,907884.5047,911505.9427,21273.08927,48824.50707,28750.60262,36075.31478,57769.53979,25864.02133,113569.6429,115220.6332,46013.61334,32752.17171,59869.24662,238683.1751,100497.6449,1109937.116,1431573.979,912220.0038,557475.0829,1101842.154,2073349.168,227938.8757,1023011.65,473846.584,749025.492,2183188.995,1011912.157,332836.1632,1268043.743,1034018.379,21252.66305,850966.7578,1545984.909,909448.0116,930348.9908,741867.5945,61037.43857,245941.8558,20066.31923,24847.85644,64152.65465,164091.1696,23250.41031,8786.221465,232195.4697,1413803.842,96401.60293,29367.19691,27384.7359,549089.6501,1552973.502,743297.8695,2981729.844,1539617.464,92908.73206,160271.5798,122949.2409,388314.6449,768018.893,2811268.54,2286866.599,221184.0558,311357.1422
1647/299.0413mz/12.16min,1136115.587,1410073.976,1398153.175,1489146.345,1488077.76,54481.4906,417341.732,1594684.464,1418486.181,1160407.299,1737364.113,1708771.313,1652623.681,400139.0603,408526.3733,485805.6732,469467.0389,1733498.188,1790508.892,1459201.547,1466700.18,523360.7582,1219997.802,1729180.753,1565775.476,1199049.353,2171628.209,1516763.641,1736638.281,1154900.578,1696629.732,2158396.097,1735263.832,23862.96941,1992243.408,1679703.126,1648685.316,1034276.146,1529240.446,1688239.846,2061032.478,22255.11176,18944.74383,1998316.17,1244023.77,3063.891431,,1586461.527,1539298.681,1115706.629,1176058.117,4226.412056,1704237.171,1629836.682,1415148.339,1978801.136,2029629.576,1254588.521,1077554.023,910434.6891,1089157.224,1868352.407,2446046.174,2259403.233,1909391.511,2156232.872
1663/547.2032mz/10.59min,1185093.584,1281861.884,1288843.086,1304046.627,1360839.902,,473366.4409,497205.568,673890.9424,829506.3529,1232112.267,255087.565,438477.5237,415587.3695,1085246.719,1023465.515,7305.674414,1363241.247,1807212.872,3510.106913,5724492.799,8188.70202,448423.5572,2415333.555,1716907.156,,1615177.596,538416.6405,28802.39979,2748566.165,2444780.697,4664311.556,2992061.075,,1011608.006,46330.53725,552833.6262,,3669070.121,719886.5815,2919492.552,,,443729.7144,3762687.46,,,1225986.761,2103171.857,183264.0826,786955.2137,,758059.8107,16999.35363,597547.7351,94793.61083,365787.5629,1070975.897,994323.2285,2457068.005,3198318.958,1309460.046,122277.8234,114272.0805,544018.2729,701532.0271
1664/237.0465mz/7.42min,1485605.654,1751610.698,1670354.277,1867702.125,1757114.575,72353.98749,204525.357,39025.26258,89156.65734,90331.55756,72037.80215,95728.86152,192932.7913,93933.00209,164716.6913,104301.6661,39010.62852,1140084.722,1942255.655,3178529.048,1688911.881,489601.2418,926567.8244,1924171.175,191427.704,1213903.378,377789.2959,350551.8154,2097543.142,1269364.468,189415.9887,1334380.523,4527419.126,,676375.7918,3956542.693,2048146.468,2412665.79,482496.0898,,109329.0122,41005.16586,,6333841.543,231504.1001,,,577729.6963,535641.3179,48302.54033,21592.669,2315.175059,1800602.743,2028458.324,1730320.572,2020471.523,4116240.262,744521.5476,563234.5827,263744.2358,970514.9793,640331.2668,2767739.517,2824249.811,7813018.457,9341351.5
1666/710.3061mz/8.93min,1195373.026,1502548.612,1272438.726,1519606.076,1547503.914,3311.119424,162585.8973,118790.8836,152389.2624,,89373.19465,799828.3111,380148.0882,321235.8376,143492.8073,795076.8307,19386.87725,25140.22932,42779.00341,6809.560137,2604484.517,23524.11879,3164180.511,4361726.943,235771.9704,15217.36328,2886171.293,4632467.098,19287.48645,74096.02923,416261.9993,1692862.15,266420.7799,,6072393.584,86648.22299,701735.2894,1827285.568,481661.6984,763251.5765,717481.609,,,63704.2234,3455268.809,,,74938.25084,1620498.809,483298.8448,16508.41037,,740259.0479,142684.691,717676.4914,1817113.394,8144591.564,7502.922539,77226.09098,2308311.196,1441235.22,1276105.814,1561699.323,2161484.253,231122.3619,321792.5579
1669/583.2036mz/6.32min,2215466.656,2604492.942,2493518.511,2531041.851,2698663.134,2282.184602,159993.4495,294281.2783,486227.7281,136304.5386,624250.2347,235916.5501,309897.624,299639.0708,472453.0849,48087.9382,229882.5455,542866.6185,1185552.075,1290499.802,6347914.225,352025.843,266613.722,3702974.084,7090403.719,889604.4886,4071763.968,1071184.468,2080937.469,1422591.996,9133384.049,3022217.722,6559568.277,,1139556.831,1219598.876,858474.359,522876.8795,7245791.736,2205723.375,6882509.497,,,2005306.495,1516640.92,,,952243.9942,3050946.513,92403.38004,396224.0771,,775828.129,1496155.927,695529.4136,2071303.443,3127904.379,428274.8899,519355.836,861965.3876,3407127.358,2067636.166,2777416.867,3175572.876,2786206.205,3616428.166
1677/331.1534mz/11.79min,1365559.539,1516479.454,1484912.988,1479398.193,1578027.041,1255601.362,1402393.074,1407470.064,1446664.422,1122631.104,1446951.025,1500827.503,1298504.646,1397018.941,1338870.082,1503680.883,1315661.642,1349041.155,1520703.366,1304591.566,1322518.232,1421747.216,1309463.13,1161504.06,1442708.888,1308860.879,1477693.604,890194.5019,1391784.623,1439265.211,1374021.205,1119577.621,1428317.028,2506.098193,1388675.822,1349843.135,1360336.052,1142515.484,1172850.712,1451946.892,1500419.633,1094115.867,3172.797891,1162191.128,1378289.935,2811.117394,,1548116.278,1441789.443,953152.9865,1032323.795,2917.347003,1363952.809,1376835.849,1261335.657,1414746.131,1418475.617,1128632.284,1236964.038,1432959.483,1418465.46,1513490.249,1399989.279,1180917.569,1043444.803,1206305.812
1683/393.1171mz/7.77min,1425997.302,1511577.356,1514298.632,1600729.259,1687545.673,23481.42267,463944.558,59436.05503,149477.5444,370356.5098,310351.7151,501950.1101,569384.4885,212152.9173,182069.2322,736402.4733,817937.1774,800025.568,886437.9021,2255147.988,682450.01,223710.5224,1097174.118,1769829.232,415323.5407,1058929.246,227162.9569,1254385.279,2226267.775,926245.9267,503488.2324,1085526.585,858751.765,,1519939.068,3350613.569,6670271.947,2435204.071,500984.434,31782.45818,20887.40238,12107.69161,,3317422.854,292267.2362,,,434332.3467,1583943.135,335060.4218,220611.9587,,4499297.745,1911645.899,5326588.891,2317792.603,3467363.545,630359.8919,356769.0421,489429.8551,485463.5664,1121583.162,2881720.744,2118323.209,3406114.307,3718442.052
1689/479.1222mz/9.28min,1261084.588,1388452.001,1451798.001,1520290.643,1478704.757,,69403.46436,23402.04628,76895.84484,1042995.446,228555.8861,12688.14173,85873.80967,47303.60418,82352.50333,8433.441445,16148.61217,67810.64653,3530744.747,1413775.059,348375.2263,80585.70109,447863.7433,428195.673,1260348.511,622901.1275,369660.6405,1733218.84,1817898.459,2936582.681,1549017.931,70797.26145,433468.6471,,775259.1464,2240695.804,1478587.051,3902999.823,1320217.72,1016898.642,671368.2342,,,4202870.217,85229.89815,,,310083.0289,291267.6439,9729.861152,255021.0859,,562950.9214,2171295.686,980290.6022,3098196.952,1507111.77,48047.59375,146674.7743,52553.87929,133936.7771,137604.5824,6563020.224,4216982.92,3773840.074,3462252.578
1690/425.9905mz/7.21min,1447177.265,1633068.235,1599761.942,1644350.447,1398750.628,81709.97704,,1015080.283,1499984.866,,1450963.518,,,3045.435615,3013.836445,,,1499333.225,,,,,1951664.767,,3425390.115,,3457823.285,2695526.667,8222.952363,8908.548896,4023253.049,,,,3465267.868,,4152068.599,4623925.476,3324962.776,2971464.913,3451519.138,53943.60787,2356.381494,3959846.122,3211.254946,,,2338067.773,,,1188058.349,,3946218.676,15833.27637,3901319.712,7245.342305,4804748.945,1471903.23,2119822.84,2599.535918,,4176.009551,4376.616152,,3962196.643,3937171.226
1704/249.0617mz/9.28min,1244891.463,1407142.734,1407623.911,1416655.388,1440625.821,2859.439512,3681.922544,26628.42767,80437.37646,871391.6037,333775.3752,5555.434522,68089.79457,12577.34493,7430.6821,8338.227341,18797.01504,10095.85225,3253362.112,1252280.642,203853.8948,9242.59582,432285.2942,462956.7371,1202562.262,565543.8023,306026.4898,1571641.028,1933113.838,2903312.466,1493310.272,48227.93674,462211.38,,764929.0515,2265735.459,1562643.304,3781016.479,1272925.378,1014794.733,606265.8391,2454.330842,1958.158682,4251752.166,17332.17759,2001.258245,2177.631914,179210.0879,168763.7285,11969.56578,248352.6318,,537154.465,2143832.765,978103.3947,3172225.991,1452204.099,8937.432539,149774.6147,17920.34443,72915.95101,115422.1939,6649547.687,4595406.01,3869202.351,3724716.584
1705/399.1641mz/10.27min,1807578.565,2009998.471,2058381.323,2089412.156,2232012.279,88455.93518,2199483.969,1746009.13,2431730.017,3253580.035,2077716.336,3029150.998,2110115.499,2234035.255,1361148.576,3274326.443,5751068.083,3818548.787,1091717.82,1922473.491,3833030.789,5780681.369,694138.8721,2292491.264,865379.601,2126030.189,2980637.267,3053629.753,605243.2322,1230450.105,1250258.34,1426810.391,1889291.256,,4433698.917,895421.548,732032.3006,800728.3039,1197787.001,579994.7904,1087809.422,77420.45632,,649470.6112,478046.5098,,,375951.0323,551655.1107,2014014.836,1420619.035,,732532.2396,518999.5059,634630.924,1450749.005,1920295.927,2950605.053,259320.582,1856502.292,2966870.909,1518589.895,1788531.861,1536539.574,1344081.546,3005952.228
1708/267.0726mz/9.21min,1216833.662,1362768.029,1407404.514,1331878.206,1311558.222,116268.9196,697378.2239,25752.88718,61747.46019,467812.7672,337533.7936,165998.6755,465392.117,389479.692,507581.5792,104156.5549,480347.8776,734692.4099,1699388.803,1371779.59,344641.3457,650019.5295,872630.3097,1804054.411,315562.876,1060127.126,399861.6682,2220407.639,2067963.212,1666865.425,217222.6721,447181.4742,1006973.44,2701.143293,2465446.412,2720143.545,2821621.668,1674476.017,506938.2212,130801.7869,467127.2838,89884.49086,2964.811069,2944496.01,163443.392,4855.242275,3306.389707,597103.203,1347109.167,132085.3105,258605.7172,3181.213667,3486882.947,1934524.197,2241453.131,1810088.307,4343836.38,570090.1743,458987.9769,142635.5295,563586.9355,1064462.662,2294160.606,2072276.465,3791526.365,4959051.032
1711/678.3109mz/9.32min,1791367.477,2060430.466,2084436.276,1998443.538,1931674.745,,126458.5196,1356669.577,1260256.25,,87876.22447,396742.3571,391274.0387,251215.1098,110396.036,288697.0888,12376.26855,48266.71682,39037.05676,23334.14255,1776857.31,13367.24567,1122952.802,3562806.705,3374219.937,14096.40956,5596259.789,403232.9072,1780621.88,29272.27901,5280281.203,1060715.513,839227.4293,,462218.8185,1526703.87,490737.9275,818375.1086,3664078.198,363606.8307,2722425.797,,3325.463423,986622.5831,319931.0817,,,14414.16907,1949877.007,317156.8317,32200.41396,,709090.5428,1536144.294,512015.8097,8785549.687,3237499.777,68000.51643,4347.08625,488250.5007,1001661.236,1392350.355,10700000,10500000,1362705.156,1729054.158
1713/755.4079mz/10.41min,1404762.807,1612699.037,1776425.276,1672906.926,1923939.566,76780.19641,1026464.302,561271.8098,207498.7455,3088638.898,1303389.611,1209332.802,1171687.395,952940.1507,1716883.354,835409.6326,3814868.358,1993496.585,2108750.933,2581355.759,2023010.72,718516.5421,8150.402637,1515962.932,794924.6124,2401534.625,121370.037,772215.9222,1715649.574,2377802.628,802850.6249,1330343.36,2725472.017,,711437.7294,1312232.894,300167.2521,1183620.723,167862.0372,528323.6926,269286.1431,85449.2977,,4176872.169,1104281.114,,,1214068.41,1122936.654,765073.6626,871702.8798,,300399.1381,1397176.865,222770.8093,2649090.945,2268376.748,1503530.091,907725.6242,922644.7789,1568899.236,1289147.892,3045668.599,2900332.037,4170031.778,4215673.088
