"""Compound_tpj""","""met_class""","""Ontology_msdial""","Matching.Attribute","Matching.Attribute.1","Matching.Attribute.2","Modules_comb","Modules_ind","name","selected","shared name"
"""Quercetin-glc""","""Flavonoid""","NA","""X215_465.1031_7.09_pos""","""X215_465.1031_7.09_pos""","""X215_465.1031_7.09_pos""","20","74","""X215_465.1031_7.09_pos""","false","""X215_465.1031_7.09_pos"""
"NA","""Unk""","""Medium-chain hydroxy acids and derivatives""","""X2134_205.1435_11.39_pos""","""X2134_205.1435_11.39_pos""","""X2134_205.1435_11.39_pos""","39","78","""X2134_205.1435_11.39_pos""","false","""X2134_205.1435_11.39_pos"""
"NA","""Unk""","""Macrolactams""","""X20972_476.1985_6.83_pos""","""X20972_476.1985_6.83_pos""","""X20972_476.1985_6.83_pos""","53","76","""X20972_476.1985_6.83_pos""","false","""X20972_476.1985_6.83_pos"""
"NA","""Unk""","""Nicotinamides""","""X1900_416.2491_6.82_pos""","""X1900_416.2491_6.82_pos""","""X1900_416.2491_6.82_pos""","58","103","""X1900_416.2491_6.82_pos""","false","""X1900_416.2491_6.82_pos"""
"NA","""Unk""","""Unknown""","""X208_185.1148_7.79_pos""","""X208_185.1148_7.79_pos""","""X208_185.1148_7.79_pos""","39","78","""X208_185.1148_7.79_pos""","false","""X208_185.1148_7.79_pos"""
"NA","""Unk""","""null""","""X20552_523.2911_9.90_pos""","""X20552_523.2911_9.90_pos""","""X20552_523.2911_9.90_pos""","4","84","""X20552_523.2911_9.90_pos""","false","""X20552_523.2911_9.90_pos"""
"NA","""Unk""","""Furanoid lignans""","""X2019_401.1657_8.26_pos""","""X2019_401.1657_8.26_pos""","""X2019_401.1657_8.26_pos""","4","84","""X2019_401.1657_8.26_pos""","false","""X2019_401.1657_8.26_pos"""
"NA","""Unk""","""Unknown""","""X2013_155.1067_9.72_pos""","""X2013_155.1067_9.72_pos""","""X2013_155.1067_9.72_pos""","39","78","""X2013_155.1067_9.72_pos""","false","""X2013_155.1067_9.72_pos"""
"NA","""Unk""","""Unknown""","""X1983_193.1584_7.29_pos""","""X1983_193.1584_7.29_pos""","""X1983_193.1584_7.29_pos""","2","107","""X1983_193.1584_7.29_pos""","false","""X1983_193.1584_7.29_pos"""
"""N-coumaroyl-aspartate""","""Phenylpropanoid""","""null""","""X1950_280.0824_5.30_pos""","""X1950_280.0824_5.30_pos""","""X1950_280.0824_5.30_pos""","22","96","""X1950_280.0824_5.30_pos""","false","""X1950_280.0824_5.30_pos"""
"NA","""Unk""","""null""","""X19362_563.0343_7.08_pos""","""X19362_563.0343_7.08_pos""","""X19362_563.0343_7.08_pos""","20","74","""X19362_563.0343_7.08_pos""","false","""X19362_563.0343_7.08_pos"""
"NA","""Unk""","""O-glycosyl compounds""","""X1933_499.1811_5.95_pos""","""X1933_499.1811_5.95_pos""","""X1933_499.1811_5.95_pos""","22","96","""X1933_499.1811_5.95_pos""","false","""X1933_499.1811_5.95_pos"""
"NA","""Unk""","""7-hydroxycoumarins""","""X1929_353.0613_6.17_pos""","""X1929_353.0613_6.17_pos""","""X1929_353.0613_6.17_pos""","26","74","""X1929_353.0613_6.17_pos""","false","""X1929_353.0613_6.17_pos"""
"NA","""Unk""","""Very long-chain fatty acids""","""X1913_525.3036_11.04_pos""","""X1913_525.3036_11.04_pos""","""X1913_525.3036_11.04_pos""","4","84","""X1913_525.3036_11.04_pos""","false","""X1913_525.3036_11.04_pos"""
"NA","""Unk""","""null""","""X1219_807.3448_9.49_pos""","""X1219_807.3448_9.49_pos""","""X1219_807.3448_9.49_pos""","38","105","""X1219_807.3448_9.49_pos""","false","""X1219_807.3448_9.49_pos"""
"NA","""Unk""","""Hydroxycinnamic acids""","""X190_165.0629_8.88_pos""","""X190_165.0629_8.88_pos""","""X190_165.0629_8.88_pos""","14","92","""X190_165.0629_8.88_pos""","false","""X190_165.0629_8.88_pos"""
"NA","""Unk""","NA","""X1891_405.1657_8.51_pos""","""X1891_405.1657_8.51_pos""","""X1891_405.1657_8.51_pos""","10","85","""X1891_405.1657_8.51_pos""","false","""X1891_405.1657_8.51_pos"""
"NA","""Flavonoid""","""Unknown""","""X18510_697.1611_5.92_pos""","""X18510_697.1611_5.92_pos""","""X18510_697.1611_5.92_pos""","29","72","""X18510_697.1611_5.92_pos""","false","""X18510_697.1611_5.92_pos"""
"NA","""Unk""","""Abscisic acids and derivatives""","""X1847_465.1732_5.80_pos""","""X1847_465.1732_5.80_pos""","""X1847_465.1732_5.80_pos""","59","104","""X1847_465.1732_5.80_pos""","false","""X1847_465.1732_5.80_pos"""
"NA","""Unk""","""null""","""X1841_270.3155_13.25_pos""","""X1841_270.3155_13.25_pos""","""X1841_270.3155_13.25_pos""","58","103","""X1841_270.3155_13.25_pos""","false","""X1841_270.3155_13.25_pos"""
"NA","""Unk""","""Unknown""","""X1829_249.0625_10.27_pos""","""X1829_249.0625_10.27_pos""","""X1829_249.0625_10.27_pos""","39","78","""X1829_249.0625_10.27_pos""","false","""X1829_249.0625_10.27_pos"""
"NA","""Unk""","""Unknown""","""X1699_142.1228_7.21_pos""","""X1699_142.1228_7.21_pos""","""X1699_142.1228_7.21_pos""","10","102","""X1699_142.1228_7.21_pos""","false","""X1699_142.1228_7.21_pos"""
"NA","""Unk""","""Medium-chain fatty acids""","""X1800_255.1567_10.11_pos""","""X1800_255.1567_10.11_pos""","""X1800_255.1567_10.11_pos""","39","78","""X1800_255.1567_10.11_pos""","false","""X1800_255.1567_10.11_pos"""
"NA","""Unk""","""null""","""X17956_633.3080_7.42_pos""","""X17956_633.3080_7.42_pos""","""X17956_633.3080_7.42_pos""","35","73","""X17956_633.3080_7.42_pos""","false","""X17956_633.3080_7.42_pos"""
"NA","""Unk""","""Butenolides""","""X17799_367.2092_8.70_pos""","""X17799_367.2092_8.70_pos""","""X17799_367.2092_8.70_pos""","3","90","""X17799_367.2092_8.70_pos""","false","""X17799_367.2092_8.70_pos"""
"NA","""Unk""","""Cardenolide glycosides and derivatives""","""X1758_585.2869_8.69_pos""","""X1758_585.2869_8.69_pos""","""X1758_585.2869_8.69_pos""","4","84","""X1758_585.2869_8.69_pos""","false","""X1758_585.2869_8.69_pos"""
"NA","""Unk""","""Cyclohexylamines""","""X1778_100.1124_2.92_pos""","""X1778_100.1124_2.92_pos""","""X1778_100.1124_2.92_pos""","10","102","""X1778_100.1124_2.92_pos""","false","""X1778_100.1124_2.92_pos"""
"NA","""Unk""","""Colensane and clerodane diterpenoids""","""X14409_465.2816_10.15_pos""","""X14409_465.2816_10.15_pos""","""X14409_465.2816_10.15_pos""","29","72","""X14409_465.2816_10.15_pos""","false","""X14409_465.2816_10.15_pos"""
"NA","""Unk""","""Coumaric acid esters""","""X1737_369.0725_5.23_pos""","""X1737_369.0725_5.23_pos""","""X1737_369.0725_5.23_pos""","33","101","""X1737_369.0725_5.23_pos""","false","""X1737_369.0725_5.23_pos"""
"NA","""Unk""","""Terpene glycosides""","""X17165_411.1963_7.37_pos""","""X17165_411.1963_7.37_pos""","""X17165_411.1963_7.37_pos""","54","83","""X17165_411.1963_7.37_pos""","false","""X17165_411.1963_7.37_pos"""
"NA","""Unk""","""2-methoxychromones""","""X17158_259.1145_4.33_pos""","""X17158_259.1145_4.33_pos""","""X17158_259.1145_4.33_pos""","13","82","""X17158_259.1145_4.33_pos""","false","""X17158_259.1145_4.33_pos"""
"NA","""Unk""","NA","""X1686_405.1314_8.03_pos""","""X1686_405.1314_8.03_pos""","""X1686_405.1314_8.03_pos""","10","85","""X1686_405.1314_8.03_pos""","false","""X1686_405.1314_8.03_pos"""
"NA","""Unk""","""null""","""X16318_629.3149_8.34_pos""","""X16318_629.3149_8.34_pos""","""X16318_629.3149_8.34_pos""","3","90","""X16318_629.3149_8.34_pos""","false","""X16318_629.3149_8.34_pos"""
"NA","""Unk""","""O-glycosyl compounds""","""X16793_453.2405_8.34_pos""","""X16793_453.2405_8.34_pos""","""X16793_453.2405_8.34_pos""","3","72","""X16793_453.2405_8.34_pos""","false","""X16793_453.2405_8.34_pos"""
"NA","""Unk""","""Linear pyranocoumarins""","""X1651_327.0697_2.68_pos""","""X1651_327.0697_2.68_pos""","""X1651_327.0697_2.68_pos""","39","78","""X1651_327.0697_2.68_pos""","false","""X1651_327.0697_2.68_pos"""
"NA","""Unk""","""null""","""X16495_537.2635_9.16_pos""","""X16495_537.2635_9.16_pos""","""X16495_537.2635_9.16_pos""","4","84","""X16495_537.2635_9.16_pos""","false","""X16495_537.2635_9.16_pos"""
"NA","""Unk""","""null""","""X1642_191.1642_10.95_pos""","""X1642_191.1642_10.95_pos""","""X1642_191.1642_10.95_pos""","39","78","""X1642_191.1642_10.95_pos""","false","""X1642_191.1642_10.95_pos"""
"NA","""Unk""","""Cadinanolides""","""X1638_497.1995_6.99_pos""","""X1638_497.1995_6.99_pos""","""X1638_497.1995_6.99_pos""","36","73","""X1638_497.1995_6.99_pos""","false","""X1638_497.1995_6.99_pos"""
"NA","""Unk""","""Formula predicted""","""X16284_181.1217_5.88_pos""","""X16284_181.1217_5.88_pos""","""X16284_181.1217_5.88_pos""","22","100","""X16284_181.1217_5.88_pos""","false","""X16284_181.1217_5.88_pos"""
"NA","""Unk""","""Unknown""","""X16267_269.2227_12.19_pos""","""X16267_269.2227_12.19_pos""","""X16267_269.2227_12.19_pos""","29","72","""X16267_269.2227_12.19_pos""","false","""X16267_269.2227_12.19_pos"""
"NA","""Unk""","""null""","""X16252_491.2491_6.80_pos""","""X16252_491.2491_6.80_pos""","""X16252_491.2491_6.80_pos""","35","99","""X16252_491.2491_6.80_pos""","false","""X16252_491.2491_6.80_pos"""
"NA","""Unk""","""Phenolic glycosides""","""X1305_325.0898_3.07_pos""","""X1305_325.0898_3.07_pos""","""X1305_325.0898_3.07_pos""","27","97","""X1305_325.0898_3.07_pos""","false","""X1305_325.0898_3.07_pos"""
"NA","""Unk""","""Flavonols""","""X16162_303.0498_6.83_pos""","""X16162_303.0498_6.83_pos""","""X16162_303.0498_6.83_pos""","22","96","""X16162_303.0498_6.83_pos""","false","""X16162_303.0498_6.83_pos"""
"NA","""Unk""","NA","""X1584_545.3300_8.86_pos""","""X1584_545.3300_8.86_pos""","""X1584_545.3300_8.86_pos""","21","95","""X1584_545.3300_8.86_pos""","false","""X1584_545.3300_8.86_pos"""
"NA","""Unk""","""Phenolic glycosides""","""X1573_381.1173_6.32_pos""","""X1573_381.1173_6.32_pos""","""X1573_381.1173_6.32_pos""","8","94","""X1573_381.1173_6.32_pos""","false","""X1573_381.1173_6.32_pos"""
"NA","""Unk""","""null""","""X1568_525.3618_9.06_pos""","""X1568_525.3618_9.06_pos""","""X1568_525.3618_9.06_pos""","57","93","""X1568_525.3618_9.06_pos""","false","""X1568_525.3618_9.06_pos"""
"NA","""Unk""","""Phorbol esters""","""X15596_621.3339_7.21_pos""","""X15596_621.3339_7.21_pos""","""X15596_621.3339_7.21_pos""","35","73","""X15596_621.3339_7.21_pos""","false","""X15596_621.3339_7.21_pos"""
"NA","alcohols and derivatives""","""Trihydroxy bile acids","""X15562_538.2850_7.86_pos""","""X15562_538.2850_7.86_pos""","""X15562_538.2850_7.86_pos""","3","90","""X15562_538.2850_7.86_pos""","false","""X15562_538.2850_7.86_pos"""
"NA","""Unk""","""Colensane and clerodane diterpenoids""","""X1555_475.3257_7.10_pos""","""X1555_475.3257_7.10_pos""","""X1555_475.3257_7.10_pos""","56","87","""X1555_475.3257_7.10_pos""","false","""X1555_475.3257_7.10_pos"""
"NA","""Unk""","""Anthocyanidin O-glycosides""","""X15280_521.1235_8.63_pos""","""X15280_521.1235_8.63_pos""","""X15280_521.1235_8.63_pos""","29","72","""X15280_521.1235_8.63_pos""","false","""X15280_521.1235_8.63_pos"""
"NA","""Unk""","""Catechin gallates""","""X152_465.0845_8.50_pos""","""X152_465.0845_8.50_pos""","""X152_465.0845_8.50_pos""","14","92","""X152_465.0845_8.50_pos""","false","""X152_465.0845_8.50_pos"""
"NA","""Unk""","""Terpene glycosides""","""X11087_409.1747_7.74_pos""","""X11087_409.1747_7.74_pos""","""X11087_409.1747_7.74_pos""","54","83","""X11087_409.1747_7.74_pos""","false","""X11087_409.1747_7.74_pos"""
"NA","""Unk""","NA","""X15003_433.1620_4.30_pos""","""X15003_433.1620_4.30_pos""","""X15003_433.1620_4.30_pos""","13","82","""X15003_433.1620_4.30_pos""","false","""X15003_433.1620_4.30_pos"""
"NA","progestogins and derivatives""","""Gluco/mineralocorticoids","""X149_509.2363_12.23_pos""","""X149_509.2363_12.23_pos""","""X149_509.2363_12.23_pos""","3","90","""X149_509.2363_12.23_pos""","false","""X149_509.2363_12.23_pos"""
"NA","""Unk""","""Hydroxycinnamic acids and derivatives""","""X10753_352.1217_7.87_pos""","""X10753_352.1217_7.87_pos""","""X10753_352.1217_7.87_pos""","3","90","""X10753_352.1217_7.87_pos""","false","""X10753_352.1217_7.87_pos"""
"NA","""Unk""","""Unknown""","""X1482_171.0991_5.56_pos""","""X1482_171.0991_5.56_pos""","""X1482_171.0991_5.56_pos""","39","78","""X1482_171.0991_5.56_pos""","false","""X1482_171.0991_5.56_pos"""
"NA","""Flavonoid""","""Flavonol O-glycosides""","""X1471_551.1035_7.40_pos""","""X1471_551.1035_7.40_pos""","""X1471_551.1035_7.40_pos""","20","89","""X1471_551.1035_7.40_pos""","false","""X1471_551.1035_7.40_pos"""
"NA","""Unk""","""Aspidospermatan-type alkaloids""","""X1426_361.1860_11.07_pos""","""X1426_361.1860_11.07_pos""","""X1426_361.1860_11.07_pos""","39","78","""X1426_361.1860_11.07_pos""","false","""X1426_361.1860_11.07_pos"""
"NA","""Unk""","""Eburnan-type alkaloids""","""X137_373.1827_5.11_pos""","""X137_373.1827_5.11_pos""","""X137_373.1827_5.11_pos""","52","88","""X137_373.1827_5.11_pos""","false","""X137_373.1827_5.11_pos"""
"NA","""Unk""","""Angular pyranocoumarins""","""X1308_427.1325_3.24_pos""","""X1308_427.1325_3.24_pos""","""X1308_427.1325_3.24_pos""","27","81","""X1308_427.1325_3.24_pos""","false","""X1308_427.1325_3.24_pos"""
"NA","""Unk""","""Retrochalcones""","""X12553_361.1464_5.10_pos""","""X12553_361.1464_5.10_pos""","""X12553_361.1464_5.10_pos""","13","82","""X12553_361.1464_5.10_pos""","false","""X12553_361.1464_5.10_pos"""
"NA","""Unk""","""Amino acids""","""X1250_289.1533_9.76_pos""","""X1250_289.1533_9.76_pos""","""X1250_289.1533_9.76_pos""","10","85","""X1250_289.1533_9.76_pos""","false","""X1250_289.1533_9.76_pos"""
"NA","""Unk""","""null""","""X1241_342.2640_9.51_pos""","""X1241_342.2640_9.51_pos""","""X1241_342.2640_9.51_pos""","56","87","""X1241_342.2640_9.51_pos""","false","""X1241_342.2640_9.51_pos"""
"NA","""Unk""","""Unknown""","""X1237_216.1211_8.03_pos""","""X1237_216.1211_8.03_pos""","""X1237_216.1211_8.03_pos""","39","78","""X1237_216.1211_8.03_pos""","false","""X1237_216.1211_8.03_pos"""
"NA","""Unk""","""Gelsemium alkaloids""","""X1225_345.1500_4.28_pos""","""X1225_345.1500_4.28_pos""","""X1225_345.1500_4.28_pos""","55","86","""X1225_345.1500_4.28_pos""","false","""X1225_345.1500_4.28_pos"""
"""Caffeoyl tartaric acid""","""Phenylpropanoid""","""Coumaric acids and derivatives""","""X1001_313.0561_4.22_pos""","""X1001_313.0561_4.22_pos""","""X1001_313.0561_4.22_pos""","10","85","""X1001_313.0561_4.22_pos""","false","""X1001_313.0561_4.22_pos"""
"NA","""Unk""","""Imidazolyl carboxylic acids and derivatives""","""X10492_533.2020_7.12_pos""","""X10492_533.2020_7.12_pos""","""X10492_533.2020_7.12_pos""","4","84","""X10492_533.2020_7.12_pos""","false","""X10492_533.2020_7.12_pos"""
"NA","""Unk""","""Fatty acyl glycosides of mono- and disaccharides""","""X11938_411.1988_6.65_pos""","""X11938_411.1988_6.65_pos""","""X11938_411.1988_6.65_pos""","54","83","""X11938_411.1988_6.65_pos""","false","""X11938_411.1988_6.65_pos"""
"NA","""Unk""","""Phenolic glycosides""","""X1190_317.1172_3.25_pos""","""X1190_317.1172_3.25_pos""","""X1190_317.1172_3.25_pos""","13","82","""X1190_317.1172_3.25_pos""","false","""X1190_317.1172_3.25_pos"""
"NA","""Unk""","""Phenylalanine and derivatives""","""X1_166.0864_3.24_pos""","""X1_166.0864_3.24_pos""","""X1_166.0864_3.24_pos""","27","81","""X1_166.0864_3.24_pos""","false","""X1_166.0864_3.24_pos"""
"NA","""Unk""","NA","""X11887_566.1165_5.13_pos""","""X11887_566.1165_5.13_pos""","""X11887_566.1165_5.13_pos""","30","80","""X11887_566.1165_5.13_pos""","false","""X11887_566.1165_5.13_pos"""
"NA","""Unk""","""O-glycosyl compounds""","""X108_439.1577_5.19_pos""","""X108_439.1577_5.19_pos""","""X108_439.1577_5.19_pos""","13","73","""X108_439.1577_5.19_pos""","false","""X108_439.1577_5.19_pos"""
"NA","""Unk""","""null""","""X1184_839.3345_8.06_pos""","""X1184_839.3345_8.06_pos""","""X1184_839.3345_8.06_pos""","34","79","""X1184_839.3345_8.06_pos""","false","""X1184_839.3345_8.06_pos"""
"NA","""Unk""","""Chromones""","""X11543_235.0696_6.29_pos""","""X11543_235.0696_6.29_pos""","""X11543_235.0696_6.29_pos""","41","78","""X11543_235.0696_6.29_pos""","false","""X11543_235.0696_6.29_pos"""
"NA","""Unk""","""Methoxyphenols""","""X10618_314.1314_9.11_pos""","""X10618_314.1314_9.11_pos""","""X10618_314.1314_9.11_pos""","53","76","""X10618_314.1314_9.11_pos""","false","""X10618_314.1314_9.11_pos"""
"NA","""Unk""","NA","""X10057_344.1474_9.13_pos""","""X10057_344.1474_9.13_pos""","""X10057_344.1474_9.13_pos""","53","76","""X10057_344.1474_9.13_pos""","false","""X10057_344.1474_9.13_pos"""
"NA","""Unk""","NA","""X10320_365.2536_7.36_pos""","""X10320_365.2536_7.36_pos""","""X10320_365.2536_7.36_pos""","48","75","""X10320_365.2536_7.36_pos""","false","""X10320_365.2536_7.36_pos"""
"NA","""Unk""","""Flavonoid-3-O-glycosides""","""X10213_465.1044_8.24_pos""","""X10213_465.1044_8.24_pos""","""X10213_465.1044_8.24_pos""","20","74","""X10213_465.1044_8.24_pos""","false","""X10213_465.1044_8.24_pos"""
"NA","""Unk""","NA","""X10117_345.2240_7.47_pos""","""X10117_345.2240_7.47_pos""","""X10117_345.2240_7.47_pos""","35","73","""X10117_345.2240_7.47_pos""","false","""X10117_345.2240_7.47_pos"""
"NA","""Unk""","""Medium-chain fatty acids""","""X10081_285.1625_8.31_pos""","""X10081_285.1625_8.31_pos""","""X10081_285.1625_8.31_pos""","29","72","""X10081_285.1625_8.31_pos""","false","""X10081_285.1625_8.31_pos"""
"NA","""Unk""","""null""","""X10054_839.3672_11.12_pos""","""X10054_839.3672_11.12_pos""","""X10054_839.3672_11.12_pos""","31","71","""X10054_839.3672_11.12_pos""","false","""X10054_839.3672_11.12_pos"""
"""Fertaric acid""","""Phenylpropanoid""","""null""","""X43_325.0637_5.41_neg""","""X43_325.0637_5.41_neg""","""X43_325.0637_5.41_neg""","10","9","""X43_325.0637_5.41_neg""","false","""X43_325.0637_5.41_neg"""
"""Methyl-Quercetin-rha-glc-xyl""","""Flavonoid""","""Flavonol O-glycosides""","""X426_755.2080_6.75_neg""","""X426_755.2080_6.75_neg""","""X426_755.2080_6.75_neg""","26","50","""X426_755.2080_6.75_neg""","false","""X426_755.2080_6.75_neg"""
"NA","""Unk""","""Flavonols""","""X4178_315.0515_11.05_neg""","""X4178_315.0515_11.05_neg""","""X4178_315.0515_11.05_neg""","20","59","""X4178_315.0515_11.05_neg""","false","""X4178_315.0515_11.05_neg"""
"NA","""Unk""","""Formula predicted""","""X416_449.2026_6.96_neg""","""X416_449.2026_6.96_neg""","""X416_449.2026_6.96_neg""","10","9","""X416_449.2026_6.96_neg""","false","""X416_449.2026_6.96_neg"""
"NA","""Unk""","""null""","""X4064_233.0453_6.28_neg""","""X4064_233.0453_6.28_neg""","""X4064_233.0453_6.28_neg""","41","56","""X4064_233.0453_6.28_neg""","false","""X4064_233.0453_6.28_neg"""
"NA","""Unk""","""null""","""X4129_775.2410_6.98_neg""","""X4129_775.2410_6.98_neg""","""X4129_775.2410_6.98_neg""","22","20","""X4129_775.2410_6.98_neg""","false","""X4129_775.2410_6.98_neg"""
"NA","""Unk""","""null""","""X411_459.2581_9.90_neg""","""X411_459.2581_9.90_neg""","""X411_459.2581_9.90_neg""","3","3","""X411_459.2581_9.90_neg""","false","""X411_459.2581_9.90_neg"""
"NA","""Unk""","""Unknown""","""X4032_707.2893_8.67_neg""","""X4032_707.2893_8.67_neg""","""X4032_707.2893_8.67_neg""","34","39","""X4032_707.2893_8.67_neg""","false","""X4032_707.2893_8.67_neg"""
"NA","""Unk""","""null""","""X396_679.2827_8.50_neg""","""X396_679.2827_8.50_neg""","""X396_679.2827_8.50_neg""","1","1","""X396_679.2827_8.50_neg""","false","""X396_679.2827_8.50_neg"""
"""Caffeoyl aspartic acid""","""Phenylpropanoid""","""Quinoline carboxylic acids""","""X394_294.0622_4.65_neg""","""X394_294.0622_4.65_neg""","""X394_294.0622_4.65_neg""","22","20","""X394_294.0622_4.65_neg""","false","""X394_294.0622_4.65_neg"""
"NA","""Unk""","""null""","""X4010_471.0937_8.80_neg""","""X4010_471.0937_8.80_neg""","""X4010_471.0937_8.80_neg""","14","12","""X4010_471.0937_8.80_neg""","false","""X4010_471.0937_8.80_neg"""
"NA","""Unk""","""Terpene glycosides""","""X397_395.1923_5.11_neg""","""X397_395.1923_5.11_neg""","""X397_395.1923_5.11_neg""","52","69","""X397_395.1923_5.11_neg""","false","""X397_395.1923_5.11_neg"""
"NA","""Unk""","""null""","""X2168_445.2402_10.15_neg""","""X2168_445.2402_10.15_neg""","""X2168_445.2402_10.15_neg""","4","3","""X2168_445.2402_10.15_neg""","false","""X2168_445.2402_10.15_neg"""
"""Salicylic acid beta-D-glucoside""","""Unk""","""Phenolic glycosides""","""X39_299.0774_4.73_neg""","""X39_299.0774_4.73_neg""","""X39_299.0774_4.73_neg""","25","3","""X39_299.0774_4.73_neg""","false","""X39_299.0774_4.73_neg"""
"""Pantothenic acid""","""Unk""","""Secondary alcohols""","""X391_218.1030_3.69_neg""","""X391_218.1030_3.69_neg""","""X391_218.1030_3.69_neg""","10","12","""X391_218.1030_3.69_neg""","false","""X391_218.1030_3.69_neg"""
"NA","""Unk""","""null""","""X3840_621.2199_9.38_neg""","""X3840_621.2199_9.38_neg""","""X3840_621.2199_9.38_neg""","15","13","""X3840_621.2199_9.38_neg""","false","""X3840_621.2199_9.38_neg"""
"NA","""Unk""","""N-cinnamoylanthranilic acids""","""X383_326.0981_7.32_neg""","""X383_326.0981_7.32_neg""","""X383_326.0981_7.32_neg""","20","70","""X383_326.0981_7.32_neg""","false","""X383_326.0981_7.32_neg"""
"NA","""Unk""","""null""","""X3854_499.2551_11.69_neg""","""X3854_499.2551_11.69_neg""","""X3854_499.2551_11.69_neg""","4","3","""X3854_499.2551_11.69_neg""","false","""X3854_499.2551_11.69_neg"""
"NA","""Unk""","""null""","""X3782_621.2190_8.25_neg""","""X3782_621.2190_8.25_neg""","""X3782_621.2190_8.25_neg""","4","3","""X3782_621.2190_8.25_neg""","false","""X3782_621.2190_8.25_neg"""
"NA","""Unk""","""null""","""X365_310.0934_4.33_neg""","""X365_310.0934_4.33_neg""","""X365_310.0934_4.33_neg""","13","3","""X365_310.0934_4.33_neg""","false","""X365_310.0934_4.33_neg"""
"NA","""Unk""","""null""","""X371_477.2324_6.42_neg""","""X371_477.2324_6.42_neg""","""X371_477.2324_6.42_neg""","36","45","""X371_477.2324_6.42_neg""","false","""X371_477.2324_6.42_neg"""
"NA","""Unk""","""null""","""X370_403.1147_7.64_neg""","""X370_403.1147_7.64_neg""","""X370_403.1147_7.64_neg""","23","21","""X370_403.1147_7.64_neg""","false","""X370_403.1147_7.64_neg"""
"NA","""Unk""","""Formula predicted""","""X359_403.1610_6.39_neg""","""X359_403.1610_6.39_neg""","""X359_403.1610_6.39_neg""","42","57","""X359_403.1610_6.39_neg""","false","""X359_403.1610_6.39_neg"""
"NA","""Unk""","""null""","""X1254_380.0394_4.33_neg""","""X1254_380.0394_4.33_neg""","""X1254_380.0394_4.33_neg""","13","3","""X1254_380.0394_4.33_neg""","false","""X1254_380.0394_4.33_neg"""
"NA","""Unk""","""Alkaloids""","""X3631_307.1397_5.77_neg""","""X3631_307.1397_5.77_neg""","""X3631_307.1397_5.77_neg""","2","2","""X3631_307.1397_5.77_neg""","false","""X3631_307.1397_5.77_neg"""
"NA","""Unk""","NA","""X356_475.2461_7.86_neg""","""X356_475.2461_7.86_neg""","""X356_475.2461_7.86_neg""","3","3","""X356_475.2461_7.86_neg""","false","""X356_475.2461_7.86_neg"""
"NA","""Unk""","""null""","""X3579_445.1670_6.72_neg""","""X3579_445.1670_6.72_neg""","""X3579_445.1670_6.72_neg""","2","2","""X3579_445.1670_6.72_neg""","false","""X3579_445.1670_6.72_neg"""
"NA","""Unk""","""Dipeptides""","""X3480_343.1261_3.40_neg""","""X3480_343.1261_3.40_neg""","""X3480_343.1261_3.40_neg""","50","67","""X3480_343.1261_3.40_neg""","false","""X3480_343.1261_3.40_neg"""
"NA","""Unk""","""null""","""X3549_447.2099_3.71_neg""","""X3549_447.2099_3.71_neg""","""X3549_447.2099_3.71_neg""","7","6","""X3549_447.2099_3.71_neg""","false","""X3549_447.2099_3.71_neg"""
"""1-Octen-3-ol-3-o-beta-D-xylopyranosyl(1->6)-beta-D-glucopyranoside""","""Unk""","""Unknown""","""X34_421.2081_8.68_neg""","""X34_421.2081_8.68_neg""","""X34_421.2081_8.68_neg""","2","2","""X34_421.2081_8.68_neg""","false","""X34_421.2081_8.68_neg"""
"NA","""Unk""","""null""","""X14767_603.3005_8.67_neg""","""X14767_603.3005_8.67_neg""","""X14767_603.3005_8.67_neg""","3","3","""X14767_603.3005_8.67_neg""","false","""X14767_603.3005_8.67_neg"""
"NA","""Unk""","""Ferulic acid and derivatives""","""X342_439.1824_6.58_neg""","""X342_439.1824_6.58_neg""","""X342_439.1824_6.58_neg""","13","3","""X342_439.1824_6.58_neg""","false","""X342_439.1824_6.58_neg"""
"NA","""Unk""","""Flavonol O-glycosides""","""X3328_695.1474_6.56_neg""","""X3328_695.1474_6.56_neg""","""X3328_695.1474_6.56_neg""","29","29","""X3328_695.1474_6.56_neg""","false","""X3328_695.1474_6.56_neg"""
"NA","""Unk""","""null""","""X338_621.1249_5.11_neg""","""X338_621.1249_5.11_neg""","""X338_621.1249_5.11_neg""","30","30","""X338_621.1249_5.11_neg""","false","""X338_621.1249_5.11_neg"""
"NA","""Unk""","""null""","""X333_403.1505_7.53_neg""","""X333_403.1505_7.53_neg""","""X333_403.1505_7.53_neg""","45","61","""X333_403.1505_7.53_neg""","false","""X333_403.1505_7.53_neg"""
"NA","""Unk""","""null""","""X3266_587.2327_7.59_neg""","""X3266_587.2327_7.59_neg""","""X3266_587.2327_7.59_neg""","3","37","""X3266_587.2327_7.59_neg""","false","""X3266_587.2327_7.59_neg"""
"NA","""Unk""","""null""","""X1092_837.3210_7.60_neg""","""X1092_837.3210_7.60_neg""","""X1092_837.3210_7.60_neg""","34","39","""X1092_837.3210_7.60_neg""","false","""X1092_837.3210_7.60_neg"""
"NA","""Unk""","""Formula predicted""","""X327_429.1770_7.88_neg""","""X327_429.1770_7.88_neg""","""X327_429.1770_7.88_neg""","2","2","""X327_429.1770_7.88_neg""","false","""X327_429.1770_7.88_neg"""
